Player,Player_ID,Season_ID,KI,MK,HB,GL,BH,HO,TK,FF,FA,FantasyAve
"Aarts, Jake",1,2020,5.07,2.21,4.57,1.00,0.36,0.00,2.36,0.57,1.29,54.40
"Aarts, Jake",1,2021,5.81,2.52,4.76,0.86,0.57,0.00,2.52,0.95,1.29,47.40
"Ablett, Gary",3,2020,8.08,2.00,6.83,0.75,0.67,0.00,2.25,0.42,0.83,70.00
"Ablett, Gary",3,2019,12.21,3.71,7.88,1.42,0.75,0.00,4.50,0.75,1.75,86.30
"Acres, Blake",4,2020,10.71,5.71,8.43,0.00,0.00,0.00,2.71,0.43,1.00,93.00
"Acres, Blake",4,2021,10.22,3.72,7.67,0.11,0.00,0.56,2.50,0.67,1.00,66.10
"Acres, Blake",4,2019,8.11,3.68,8.11,0.32,0.26,0.47,3.84,0.90,1.05,67.30
"Adams, Marcus",5,2019,7.40,5.10,3.10,0.00,0.00,0.00,1.20,0.40,0.80,46.50
"Adams, Marcus",5,2021,9.77,5.41,4.18,0.00,0.00,0.00,1.77,0.77,0.82,59.20
"Adams, Taylor",6,2019,14.50,3.92,9.92,0.42,0.42,0.00,5.08,1.08,1.83,93.90
"Adams, Taylor",6,2021,13.93,3.29,13.36,0.14,0.14,0.00,5.57,2.14,1.14,100.40
"Adams, Taylor",6,2020,12.90,3.32,9.79,0.47,0.11,0.00,5.42,1.53,1.21,113.40
"Ah Chee, Brendon",7,2021,4.83,2.00,6.50,0.83,0.33,0.00,2.33,0.17,0.33,47.30
"Ah Chee, Brendon",7,2020,4.81,2.25,4.88,0.38,0.31,0.00,1.63,0.56,0.38,49.30
"Ah Chee, Callum",8,2020,7.67,3.50,3.83,0.17,0.22,0.00,2.89,0.50,0.78,65.10
"Ah Chee, Callum",8,2021,4.91,1.67,4.57,0.33,0.00,0.00,2.76,0.24,0.86,39.60
"Ahern, Paul",9,2020,5.83,2.17,4.67,0.17,0.17,0.00,1.17,0.50,0.17,49.00
"Ahern, Paul",9,2019,11.43,2.86,6.29,0.29,0.43,0.00,1.14,0.14,0.57,60.60
"Ainsworth, Ben",10,2019,9.17,4.08,7.50,0.67,0.50,0.00,1.58,0.83,0.50,64.90
"Ainsworth, Ben",10,2020,9.19,4.38,5.00,0.75,0.81,0.00,1.69,0.94,0.56,77.50
"Ainsworth, Ben",10,2021,11.00,5.29,4.35,0.71,1.06,0.00,2.06,0.82,0.82,69.50
"Ainsworth, Brayden",11,2020,4.89,2.89,3.67,0.33,0.11,0.00,1.33,0.22,0.89,44.60
"Aish, James",12,2019,9.50,4.36,7.00,0.00,0.07,0.00,2.50,0.50,0.29,65.30
"Aish, James",12,2020,10.13,3.94,6.44,0.00,0.13,0.00,1.56,0.88,0.25,77.00
"Aish, James",12,2021,10.73,4.18,8.09,0.05,0.36,0.00,2.23,0.59,0.59,69.30
"Aliir, Aliir",13,2020,5.57,3.21,4.07,0.21,0.07,4.71,1.57,0.29,1.00,55.20
"Aliir, Aliir",13,2019,10.09,4.73,5.64,0.05,0.00,4.23,2.00,0.96,1.59,64.40
"Aliir, Aliir",13,2021,11.17,6.50,4.17,0.00,0.04,0.21,1.54,1.04,0.83,66.30
"Allen, Oscar",14,2020,5.73,2.93,3.07,1.20,0.53,4.40,2.73,1.20,0.53,68.50
"Allen, Oscar",14,2021,7.33,4.71,2.76,1.33,0.76,1.48,1.86,0.95,0.91,57.60
"Allen, Oscar",14,2019,6.38,3.57,3.76,0.95,0.52,2.81,2.76,1.81,0.71,57.10
"Amartey, Joel",16,2021,6.33,2.67,2.83,0.83,0.50,8.17,3.83,0.67,1.17,58.80
"Ambrose, Patrick",17,2019,5.95,4.05,4.25,0.05,0.15,0.00,2.40,0.80,1.20,45.80
"Amon, Karl",18,2019,11.06,3.71,8.59,0.53,0.65,0.00,3.06,0.77,0.65,76.40
"Amon, Karl",18,2020,10.47,3.05,5.63,0.26,0.42,0.00,2.90,0.42,0.79,79.30
"Amon, Karl",18,2021,15.42,5.88,8.17,0.46,0.71,0.00,4.08,0.67,0.96,97.80
"Anderson, Jed",19,2021,9.29,3.14,9.57,0.57,0.14,0.00,5.71,0.71,1.29,79.70
"Anderson, Jed",19,2020,11.80,2.73,9.20,0.20,0.27,0.00,5.00,1.40,0.53,104.10
"Anderson, Jed",19,2019,8.59,2.59,12.00,0.35,0.18,0.00,5.47,0.53,1.06,79.10
"Anderson, Noah",20,2020,9.35,2.82,7.18,0.24,0.24,0.00,1.88,0.59,0.59,73.60
"Anderson, Noah",20,2021,13.20,4.15,9.45,0.00,0.30,0.00,3.00,0.55,0.95,81.00
"Andrews, Harris",21,2020,7.06,4.44,3.63,0.00,0.00,0.00,1.06,0.88,0.50,56.70
"Andrews, Harris",21,2019,7.76,5.52,5.05,0.00,0.00,0.00,1.57,0.52,0.81,54.30
"Andrews, Harris",21,2021,9.52,7.87,5.74,0.04,0.04,0.00,1.26,0.70,1.09,66.40
"Answerth, Noah",22,2020,7.89,2.78,2.67,0.00,0.00,0.00,1.89,0.33,0.33,55.30
"Answerth, Noah",22,2019,8.21,3.68,3.58,0.11,0.00,0.00,2.90,0.63,0.53,54.10
"Ash, Lachie",25,2020,6.58,2.58,4.75,0.08,0.00,0.00,1.83,0.42,0.42,55.00
"Ash, Lachie",25,2021,11.52,4.83,5.52,0.04,0.04,0.00,2.74,0.26,0.44,70.30
"Astbury, David",26,2020,8.11,4.33,4.22,0.00,0.00,0.33,1.89,0.89,0.67,65.70
"Astbury, David",26,2021,8.00,5.47,5.71,0.00,0.00,0.88,1.35,0.82,0.65,57.00
"Astbury, David",26,2019,9.50,6.00,4.09,0.05,0.00,0.09,0.55,0.86,0.59,56.30
"Atkins, Rory",27,2021,5.88,2.00,5.13,0.25,0.25,0.00,1.13,0.00,0.38,39.00
"Atkins, Rory",27,2019,14.80,5.75,6.75,0.30,0.45,0.00,1.55,0.20,0.80,81.40
"Atkins, Tom",28,2020,3.58,0.92,6.17,0.33,0.08,0.00,3.17,0.42,0.50,49.40
"Atkins, Tom",28,2021,9.41,3.82,7.68,0.00,0.05,0.00,3.41,0.41,1.23,65.50
"Atkins, Tom",28,2019,5.30,1.57,7.04,0.22,0.17,0.00,4.78,0.52,0.70,53.70
"Atley, Shaun",30,2020,7.77,3.35,8.00,0.06,0.00,0.00,1.47,0.53,0.53,68.20
"Atley, Shaun",30,2021,9.50,5.35,7.70,0.05,0.05,0.00,1.30,0.70,0.35,65.20
"Atley, Shaun",30,2019,10.57,3.38,9.57,0.00,0.14,0.00,1.81,0.52,0.71,66.80
"Baguley, Mark",31,2019,5.30,2.90,4.60,1.20,0.20,0.00,2.80,0.50,1.60,48.10
"Bailey, Zac",32,2019,7.07,2.53,4.93,0.33,0.33,0.00,1.93,0.67,0.93,46.60
"Bailey, Zac",32,2020,8.74,4.00,4.68,0.68,0.47,0.00,2.47,0.58,1.00,74.50
"Bailey, Zac",32,2021,11.38,3.21,6.96,1.29,0.75,0.00,2.83,0.83,1.88,72.70
"Baker, Liam",33,2019,8.74,3.32,8.16,0.42,0.53,0.00,3.21,0.84,1.11,65.90
"Baker, Liam",33,2020,8.30,3.65,6.55,0.05,0.05,0.00,1.95,0.90,0.65,70.10
"Baker, Liam",33,2021,10.82,4.00,9.46,0.32,0.36,0.00,2.77,0.55,1.50,72.80
"Baker, Oskar",34,2019,8.78,4.44,5.00,0.22,0.44,0.00,1.67,0.22,1.11,55.00
"Ballard, Charlie",35,2020,7.13,4.25,2.75,0.00,0.00,0.00,0.81,0.44,0.56,52.00
"Ballard, Charlie",35,2021,10.81,6.67,2.91,0.00,0.00,0.00,1.19,0.95,0.76,61.70
"Ballard, Charlie",35,2019,10.05,5.29,3.00,0.00,0.05,0.00,1.10,0.62,0.81,54.60
"Balta, Noah",37,2019,6.69,2.31,2.62,0.46,0.31,7.00,2.23,1.08,1.62,47.50
"Balta, Noah",37,2021,9.21,4.64,3.86,0.14,0.07,1.00,1.29,0.50,0.71,54.70
"Balta, Noah",37,2020,7.77,3.82,3.06,0.06,0.06,0.18,0.94,0.65,0.94,53.80
"Banfield, Bailey",38,2021,4.83,2.00,4.50,0.67,0.33,0.00,2.33,0.50,1.00,40.70
"Banfield, Bailey",38,2019,5.57,2.57,7.71,0.29,0.14,0.00,4.29,1.43,1.71,55.10
"Barrass, Tom",39,2019,9.36,6.14,2.14,0.00,0.00,0.93,0.79,1.00,0.71,53.70
"Barrass, Tom",39,2021,10.50,7.31,3.31,0.00,0.00,0.06,0.63,0.88,0.38,62.40
"Barrass, Tom",39,2020,8.00,5.22,2.06,0.00,0.00,0.00,0.22,0.67,0.44,55.00
"Battle, Josh",41,2020,7.71,3.71,2.43,0.86,0.64,0.43,1.86,0.71,0.57,64.70
"Battle, Josh",41,2021,7.06,3.81,4.56,0.19,0.44,0.13,2.88,0.81,0.69,53.70
"Battle, Josh",41,2019,10.74,6.05,4.00,0.16,0.05,0.00,2.74,0.74,0.95,68.20
"Beams, Dayne",42,2019,13.78,4.22,11.33,0.56,0.44,0.00,2.11,1.44,0.44,89.00
"Begley, Josh",44,2019,7.63,3.50,4.00,0.75,0.88,0.00,1.88,0.88,1.13,51.80
"Bell, James",45,2020,4.63,1.63,4.00,0.38,0.25,0.00,3.50,0.88,1.00,51.40
"Bell, James",45,2021,3.17,2.00,3.08,0.17,0.17,0.00,2.08,0.58,0.42,30.50
"Bellchambers, Tom",46,2020,4.29,1.43,1.57,0.14,0.00,19.86,1.43,1.29,1.00,56.30
"Bellchambers, Tom",46,2019,6.56,3.25,4.69,0.38,0.25,25.44,1.88,1.75,1.69,70.90
"Bergman, Miles",48,2021,8.65,4.39,5.48,0.30,0.30,0.00,1.83,0.70,0.22,59.60
"Berry, Jarrod",49,2021,6.82,2.18,5.73,0.46,0.18,0.00,3.09,1.27,1.36,50.90
"Berry, Jarrod",49,2020,9.12,4.12,6.82,0.41,0.59,0.00,3.77,1.18,1.24,86.20
"Berry, Jarrod",49,2019,10.55,4.45,9.05,0.40,0.50,0.00,3.80,1.85,0.85,80.50
"Berry, Sam",50,2021,3.53,1.59,5.53,0.29,0.53,0.00,4.06,0.71,1.00,42.60
"Berry, Tom",51,2020,2.67,1.67,4.17,0.00,0.33,0.00,2.00,0.33,0.67,35.00
"Berry, Tom",51,2021,1.27,0.55,2.09,0.18,0.09,0.00,1.82,0.18,0.46,16.90
"Betts, Eddie",52,2020,5.93,1.60,2.93,0.87,0.87,0.00,2.73,0.53,0.53,55.50
"Betts, Eddie",52,2021,6.37,2.21,3.11,1.42,0.84,0.00,1.63,0.42,0.74,46.10
"Betts, Eddie",52,2019,7.38,2.33,4.57,1.76,1.00,0.00,2.48,0.62,0.57,58.70
"Bewley, Brett",53,2021,7.17,2.67,5.33,0.33,0.00,0.00,2.00,0.83,0.50,49.50
"Bewley, Brett",53,2019,8.57,3.14,5.14,0.14,0.43,0.00,2.43,0.29,0.71,54.60
"Bewley, Brett",53,2020,8.33,3.33,6.17,0.42,0.00,0.00,1.75,0.50,0.08,71.40
"Bews, Jed",54,2019,7.83,2.75,2.92,0.25,0.25,0.00,2.50,0.67,0.50,48.50
"Bews, Jed",54,2020,7.30,3.25,3.60,0.15,0.10,0.00,1.75,0.60,0.50,57.40
"Bews, Jed",54,2021,8.76,4.64,5.00,0.12,0.08,0.00,2.00,0.68,0.60,57.90
"Bianco, Trent",55,2021,8.33,4.42,3.92,0.58,0.42,0.00,1.75,0.42,0.33,56.40
"Billings, Jack",56,2021,12.11,6.28,7.94,0.78,0.78,0.00,1.94,0.78,0.56,83.40
"Billings, Jack",56,2020,10.79,4.11,7.74,0.58,0.32,0.00,2.47,0.68,0.32,92.00
"Billings, Jack",56,2019,14.36,6.00,11.36,0.59,0.46,0.00,2.96,0.50,0.55,98.50
"Birchall, Grant",57,2020,9.38,4.31,3.31,0.00,0.00,0.00,1.00,0.38,0.25,64.10
"Birchall, Grant",57,2021,13.35,6.91,5.13,0.09,0.00,0.00,1.00,0.13,0.39,74.50
"Blakely, Connor",58,2021,3.85,2.31,5.08,0.08,0.15,0.00,0.85,0.62,0.39,32.10
"Blakely, Connor",58,2019,11.14,5.14,8.64,0.00,0.00,0.00,2.29,1.00,0.50,74.80
"Blakey, Nick",59,2020,7.88,2.25,2.25,0.50,0.81,0.00,2.25,0.94,0.50,58.90
"Blakey, Nick",59,2021,8.12,3.82,4.41,0.18,0.35,0.71,1.65,0.41,0.35,52.70
"Blakey, Nick",59,2019,7.29,2.38,3.24,0.91,0.67,0.00,2.29,1.48,0.91,49.50
"Blicavs, Mark",60,2020,6.29,3.33,6.24,0.14,0.05,8.62,2.81,1.05,1.05,75.00
"Blicavs, Mark",60,2021,6.83,3.92,6.92,0.21,0.00,11.79,2.79,1.33,0.96,68.80
"Blicavs, Mark",60,2019,7.28,4.96,6.16,0.00,0.12,3.64,3.60,0.92,0.56,66.40
"Boak, Travis",61,2020,11.42,2.68,11.53,0.42,0.42,0.00,3.79,0.68,0.37,103.80
"Boak, Travis",61,2019,14.57,3.33,15.76,0.48,0.62,0.05,4.86,1.19,1.24,105.70
"Boak, Travis",61,2021,13.26,2.91,14.57,0.35,0.78,0.00,4.78,1.61,1.09,98.00
"Bolton, Shai",62,2020,9.53,3.05,6.32,0.79,0.58,0.00,2.84,0.58,1.16,80.20
"Bolton, Shai",62,2019,7.53,3.05,6.47,0.79,0.63,0.00,3.42,0.47,1.16,60.70
"Bolton, Shai",62,2021,10.40,4.10,9.25,1.15,1.00,0.00,2.75,0.65,1.30,77.70
"Bonar, Aiden",63,2020,4.00,1.67,4.83,0.00,0.00,0.00,1.83,0.67,0.50,41.50
"Bonar, Aiden",63,2021,7.20,3.60,3.50,0.00,0.00,0.00,1.60,0.40,0.80,43.80
"Bonner, Riley",64,2020,10.78,3.67,2.78,0.00,0.00,0.00,0.78,0.11,0.89,61.80
"Bonner, Riley",64,2021,14.71,4.79,5.21,0.14,0.07,0.00,1.14,0.36,0.64,72.90
"Bonner, Riley",64,2019,13.00,4.32,4.90,0.26,0.26,0.00,1.42,0.26,0.95,66.70
"Bontempelli, Marcus",65,2020,11.72,3.28,9.11,0.61,0.39,0.06,4.89,0.83,1.28,104.90
"Bontempelli, Marcus",65,2019,15.09,4.09,11.26,0.65,1.17,0.30,5.04,1.61,1.35,103.20
"Bontempelli, Marcus",65,2021,15.23,4.00,11.50,1.19,0.73,0.31,4.89,1.58,1.42,105.70
"Bosenavulagi, Atu",66,2021,5.75,3.50,4.38,0.13,0.00,0.00,1.63,0.50,0.63,42.40
"Bowes, Jack",67,2019,9.27,3.53,9.13,0.40,0.20,0.00,3.67,0.67,1.00,71.60
"Bowes, Jack",67,2020,11.47,4.06,5.59,0.06,0.00,0.00,1.77,0.29,0.59,79.60
"Bowes, Jack",67,2021,16.16,5.11,5.11,0.05,0.11,0.00,2.00,0.53,0.79,80.60
"Bowey, Jake",68,2021,8.71,3.29,8.29,0.00,0.00,0.00,0.71,0.14,1.00,52.60
"Bramble, Lachlan",69,2021,11.90,4.40,6.40,0.10,0.30,0.00,2.00,0.70,0.30,70.40
"Brander, Jarrod",71,2020,8.38,4.50,2.75,0.00,0.13,0.00,1.50,0.38,0.25,62.30
"Brander, Jarrod",71,2021,9.82,4.82,5.46,0.46,0.55,0.00,1.00,0.46,0.27,61.70
"Brayshaw, Andrew",72,2020,8.65,2.88,11.24,0.00,0.18,0.00,4.88,1.06,0.47,95.50
"Brayshaw, Andrew",72,2021,13.25,5.05,15.15,0.40,0.25,0.00,4.65,1.25,1.15,104.30
"Brayshaw, Andrew",72,2019,7.59,2.09,9.32,0.32,0.32,0.00,5.14,0.73,0.55,69.50
"Brayshaw, Angus",73,2020,8.29,2.86,8.36,0.36,0.43,0.00,2.93,0.29,0.50,79.00
"Brayshaw, Angus",73,2019,12.64,3.96,9.50,0.41,0.32,0.00,4.36,1.05,0.73,87.90
"Brayshaw, Angus",73,2021,10.96,4.20,7.44,0.12,0.28,0.00,2.44,0.48,0.76,69.30
"Breust, Luke",75,2020,5.92,1.85,4.92,1.23,0.46,0.00,3.92,1.08,1.00,68.50
"Breust, Luke",75,2021,6.37,2.47,6.16,1.74,0.58,0.00,3.26,0.63,0.68,61.50
"Breust, Luke",75,2019,7.50,2.77,6.23,1.55,0.77,0.00,3.86,1.32,0.64,68.20
"Broad, Nathan",77,2021,11.36,6.36,5.00,0.00,0.00,0.00,1.21,0.50,0.36,67.40
"Broad, Nathan",77,2020,8.00,4.06,2.94,0.00,0.00,0.06,1.75,0.38,0.44,60.20
"Broad, Nathan",77,2019,6.88,3.58,4.42,0.04,0.00,0.13,1.83,0.71,0.54,47.00
"Broadbent, Matthew",78,2019,14.50,5.80,5.40,0.00,0.00,0.00,0.80,0.60,0.30,74.60
"Brockman, Tyler",79,2021,4.73,2.46,4.18,0.91,0.36,0.00,2.09,0.18,0.55,42.60
"Brodie, Will",80,2019,9.63,4.25,12.13,0.25,0.13,0.00,5.50,0.75,0.75,88.00
"Brown, Ben",83,2020,5.44,3.44,1.44,0.89,0.89,0.44,0.67,0.67,0.33,48.20
"Brown, Ben",83,2021,7.85,5.31,1.85,1.92,1.00,1.00,1.54,0.85,0.46,62.30
"Brown, Ben",83,2019,8.50,4.91,2.59,2.91,1.55,2.64,1.14,2.00,0.55,72.00
"Brown, Callum",84,2020,4.93,1.71,7.79,0.43,0.14,0.00,2.07,0.79,0.50,57.20
"Brown, Callum",84,2021,4.40,2.73,7.13,0.20,0.40,0.00,2.93,0.53,0.33,48.50
"Brown, Callum",84,2019,7.27,2.64,7.36,0.50,0.59,0.00,4.05,1.00,0.68,63.20
"Brown, Luke",85,2021,9.00,3.55,3.91,0.00,0.00,0.00,2.36,0.73,0.18,55.10
"Brown, Luke",85,2019,10.20,3.80,4.93,0.07,0.13,0.00,1.60,0.67,0.33,58.50
"Brown, Luke",85,2020,8.29,2.71,3.29,0.00,0.06,0.00,2.06,0.77,0.53,58.80
"Brown, Mitch",86,2019,9.13,6.00,4.63,1.31,0.81,0.19,1.00,0.75,1.00,65.30
"Brown, Nathan",87,2019,4.00,2.63,4.13,0.00,0.00,0.13,1.63,0.75,0.56,33.80
"Brown, Tyler",88,2021,5.00,2.00,8.57,0.00,0.00,0.00,1.57,0.14,0.57,42.90
"Brown, Tyler",88,2020,5.00,1.56,6.78,0.22,0.00,0.00,1.44,0.11,0.33,49.30
"Bruce, Josh",89,2020,3.24,2.77,4.77,0.82,0.47,1.12,1.65,0.59,0.88,48.20
"Bruce, Josh",89,2021,6.90,5.00,4.15,2.40,1.05,1.40,1.30,0.65,1.30,62.80
"Bruce, Josh",89,2019,6.86,4.36,4.96,1.64,0.91,1.50,1.82,1.14,1.86,58.60
"Bruhn, Tanner",90,2021,4.31,1.23,3.46,0.31,0.31,0.00,2.54,0.62,0.39,35.30
"Buckley, Jack",92,2021,7.47,4.53,3.80,0.00,0.13,0.07,2.27,0.47,1.13,49.90
"Budarick, Connor",93,2020,6.13,2.33,3.07,0.07,0.00,0.00,1.67,0.60,0.60,46.80
"Buntine, Matt",94,2021,6.88,2.63,2.88,0.13,0.13,0.00,2.13,0.75,1.13,41.00
"Buntine, Matt",94,2019,7.56,4.00,4.22,0.22,0.22,0.00,2.11,1.11,0.56,52.60
"Burgess, Chris",95,2019,3.93,2.71,4.29,0.29,0.21,0.50,1.57,0.36,0.64,35.60
"Burgess, Chris",95,2021,5.90,3.53,3.26,0.53,0.53,9.32,2.21,0.84,0.63,55.60
"Burgoyne, Shaun",96,2020,5.92,2.00,4.77,0.85,0.15,0.00,2.46,0.23,1.00,57.00
"Burgoyne, Shaun",96,2021,7.39,2.56,4.67,0.00,0.06,0.00,1.72,0.28,0.28,45.60
"Burgoyne, Shaun",96,2019,9.72,4.28,6.50,0.39,0.17,0.00,3.61,0.72,0.72,70.50
"Burton, Ryan",97,2020,9.25,3.75,3.38,0.00,0.13,0.00,1.00,0.00,0.25,61.40
"Burton, Ryan",97,2019,13.75,3.81,5.94,0.25,0.25,0.00,2.06,0.56,0.94,72.30
"Burton, Ryan",97,2021,13.33,5.54,4.71,0.00,0.04,0.00,2.54,0.58,0.96,74.00
"Butler, Dan",98,2019,6.29,2.00,2.71,0.71,0.43,0.00,3.86,0.57,0.86,48.40
"Butler, Dan",98,2020,8.21,1.95,2.68,1.53,0.63,0.00,3.90,0.74,0.79,74.50
"Butler, Dan",98,2021,7.73,1.96,3.55,0.82,0.77,0.00,3.73,0.82,0.91,54.80
"Butters, Zak",100,2021,9.25,4.17,9.50,0.67,0.17,0.00,3.50,1.00,1.00,75.40
"Butters, Zak",100,2020,7.59,3.24,7.00,0.65,0.35,0.00,2.77,0.71,0.53,76.10
"Butters, Zak",100,2019,7.21,2.68,6.95,0.63,0.37,0.00,2.53,0.90,0.68,56.70
"Butts, Jordon",101,2021,6.86,3.82,3.64,0.00,0.00,0.00,1.36,1.05,0.77,43.50
"Byrne-Jones, Darcy",102,2020,10.74,3.37,6.16,0.00,0.11,0.00,1.79,0.90,0.37,77.10
"Byrne-Jones, Darcy",102,2019,15.09,5.09,7.27,0.00,0.14,0.00,3.00,0.82,0.55,86.40
"Byrne-Jones, Darcy",102,2021,12.54,4.33,7.46,0.00,0.08,0.00,2.75,1.08,0.50,76.20
"Byrnes, Ryan",103,2021,8.19,4.75,7.25,0.38,0.06,0.00,1.81,0.56,0.06,63.30
"Bytel, Jack",104,2021,5.39,1.39,6.08,0.15,0.08,0.00,4.23,0.62,0.62,49.20
"Caddy, Josh",105,2020,7.00,4.00,5.50,0.25,0.25,0.13,1.75,0.00,0.63,63.80
"Caddy, Josh",105,2021,7.56,4.00,5.00,0.22,0.56,0.00,1.22,0.44,0.33,50.90
"Caddy, Josh",105,2019,9.89,3.56,6.44,0.94,0.50,0.00,3.33,0.78,0.72,71.30
"Caldwell, Jye",107,2020,6.22,3.00,6.44,0.11,0.22,0.00,3.67,0.44,0.78,67.80
"Cameron, Charlie",108,2020,7.32,3.37,2.00,1.63,1.16,0.00,2.21,1.05,0.90,67.80
"Cameron, Charlie",108,2021,8.29,3.96,2.58,2.29,1.38,0.00,2.21,0.75,0.79,64.30
"Cameron, Charlie",108,2019,9.04,3.38,3.25,2.38,1.33,0.00,2.04,1.04,0.96,65.70
"Cameron, Darcy",109,2020,4.60,3.60,3.00,0.40,0.20,5.70,1.40,0.90,0.70,54.10
"Cameron, Darcy",109,2021,8.17,5.50,4.00,1.22,0.50,6.72,1.78,1.11,0.83,69.30
"Cameron, Jarrod",110,2019,5.00,2.00,2.57,1.57,0.29,0.00,4.00,0.86,0.71,50.60
"Cameron, Jeremy",111,2021,7.87,3.80,3.80,2.60,1.07,0.00,1.07,1.13,0.87,62.10
"Cameron, Jeremy",111,2020,7.12,3.94,3.24,1.41,0.77,0.00,1.41,0.88,1.47,63.80
"Cameron, Jeremy",111,2019,11.67,6.54,4.38,3.17,2.08,0.00,1.38,1.00,1.38,86.80
"Campbell, Braeden",112,2021,8.88,3.25,5.13,0.13,0.25,0.00,1.38,0.50,0.38,52.50
"Campbell, Tom",113,2021,5.44,3.89,5.67,0.67,0.11,10.78,1.56,0.78,1.56,56.60
"Carlisle, Jake",114,2019,8.40,5.70,3.20,0.10,0.10,1.80,0.70,0.60,0.60,52.80
"Carlisle, Jake",114,2020,8.23,5.62,3.00,0.00,0.00,0.69,1.31,0.62,0.31,66.40
"Casboult, Levi",115,2021,5.92,3.62,2.62,0.62,0.39,6.08,1.92,0.85,1.31,48.60
"Casboult, Levi",115,2020,6.59,4.71,2.35,0.94,0.47,5.06,1.82,0.53,1.29,67.10
"Casboult, Levi",115,2019,7.95,5.70,3.20,0.75,0.55,8.20,2.20,0.60,1.50,65.50
"Castagna, Jason",116,2021,5.71,4.05,6.00,0.81,0.62,0.00,1.95,0.62,0.14,54.80
"Castagna, Jason",116,2020,6.76,3.38,4.57,0.81,0.57,0.00,2.19,0.38,0.38,66.30
"Castagna, Jason",116,2019,8.33,4.13,6.38,1.13,1.17,0.00,3.13,0.54,0.63,69.20
"Ceglar, Jonathon",118,2021,5.58,4.42,9.42,0.17,0.17,20.75,2.17,0.83,1.33,76.30
"Ceglar, Jonathon",118,2020,4.23,2.23,6.31,0.08,0.00,21.08,2.46,1.08,1.46,75.10
"Ceglar, Jonathon",118,2019,5.67,4.60,7.67,0.33,0.40,20.40,2.27,1.20,1.13,75.80
"Cerra, Adam",119,2020,8.41,3.00,8.94,0.12,0.18,0.00,3.77,1.00,1.00,82.60
"Cerra, Adam",119,2021,13.89,5.17,9.17,0.28,0.56,0.00,2.61,1.17,0.67,87.30
"Cerra, Adam",119,2019,9.35,3.70,6.10,0.10,0.35,0.00,2.20,0.70,0.35,60.80
"Chapman, Heath",121,2021,8.33,4.50,5.83,0.17,0.00,0.00,1.67,0.50,1.00,55.30
"Chol, Mabior",122,2019,5.44,2.44,2.56,1.00,0.56,8.00,3.11,0.67,0.56,54.80
"Chol, Mabior",122,2021,5.90,3.10,4.10,0.70,0.40,12.30,2.50,0.80,0.80,60.50
"Chol, Mabior",122,2020,3.55,1.36,2.46,0.73,0.27,6.00,1.55,0.27,0.64,43.50
"Christensen, Allen",123,2019,8.39,3.69,5.08,1.23,0.69,0.00,3.39,0.85,1.00,65.80
"Clark, Hunter",124,2021,11.85,4.08,7.31,0.15,0.08,0.00,3.08,0.62,1.23,72.60
"Clark, Hunter",124,2019,10.93,4.57,9.57,0.14,0.29,0.00,3.07,0.79,1.00,76.90
"Clark, Hunter",124,2020,10.44,3.56,6.78,0.06,0.06,0.00,2.56,0.72,1.11,79.40
"Clark, Jordan",125,2021,5.55,2.36,4.73,0.27,0.18,0.00,2.00,0.18,0.64,41.30
"Clark, Jordan",125,2019,9.50,4.22,4.33,0.61,0.44,0.00,2.67,0.61,0.72,63.10
"Clarke, Dylan",126,2020,3.88,2.13,6.25,0.50,0.00,0.00,2.38,0.88,0.63,52.50
"Clarke, Dylan",126,2019,6.18,2.00,9.27,0.00,0.09,0.00,6.36,0.55,1.00,66.20
"Clarke, Ryan",127,2020,8.60,2.50,7.90,0.20,0.10,0.00,2.50,1.00,0.50,74.90
"Clarke, Ryan",127,2019,8.71,2.93,8.43,0.07,0.07,0.00,3.14,0.57,1.07,62.20
"Clarke, Zac",128,2019,3.67,2.56,6.33,0.00,0.67,20.89,2.56,0.56,2.11,57.30
"Close, Brad",130,2020,3.63,1.63,5.13,0.25,0.25,0.00,3.00,1.00,0.13,50.50
"Close, Brad",130,2021,6.00,2.77,7.23,0.68,0.46,0.00,3.27,1.14,0.36,58.50
"Clurey, Tom",131,2021,9.36,5.55,3.36,0.00,0.00,0.00,1.09,0.46,0.73,54.10
"Clurey, Tom",131,2020,7.50,4.33,2.22,0.00,0.00,0.00,1.00,0.72,0.72,53.10
"Clurey, Tom",131,2019,9.86,5.57,3.24,0.00,0.00,0.00,1.71,0.29,0.67,57.90
"Cockatoo, Nakia",132,2021,2.57,0.71,3.43,0.71,0.14,0.00,3.14,0.57,0.57,32.60
"Coffield, Nick",133,2019,10.00,5.75,4.88,0.00,0.00,0.00,1.13,0.25,0.75,59.50
"Coffield, Nick",133,2021,9.94,5.56,4.31,0.06,0.06,0.00,1.56,1.13,0.63,61.10
"Coffield, Nick",133,2020,10.06,6.50,5.17,0.00,0.00,0.00,1.00,0.39,0.44,78.80
"Cole, Tom",134,2019,7.64,4.79,3.79,0.00,0.00,0.00,3.36,0.93,0.93,56.40
"Cole, Tom",134,2020,6.33,3.20,4.13,0.20,0.00,0.00,2.00,0.93,0.47,57.00
"Cole, Tom",134,2021,9.23,4.77,4.46,0.00,0.00,0.00,2.00,0.64,1.09,56.30
"Coleman, Keidean",135,2021,4.94,2.44,4.06,0.33,0.28,0.00,1.78,0.89,0.61,38.70
