Player,Player_ID,Season_ID,KI,MK,HB,GL,BH,HO,TK,FF,FA,FantasyAve
"Riewoldt, Jack",636,2019,8.85,4.23,2.00,1.85,1.08,0.08,1.69,1.31,1.23,59.80
"Riewoldt, Jack",636,2020,6.48,3.57,1.76,1.57,0.95,0.10,1.29,0.67,0.71,59.80
"Riewoldt, Jack",636,2021,8.50,4.86,2.41,2.32,1.32,0.00,1.73,0.55,1.09,64.30
"Rioli, Daniel",637,2020,5.67,2.61,5.22,0.67,0.17,0.00,3.17,0.72,0.44,64.40
"Rioli, Daniel",637,2021,6.32,2.84,6.68,0.47,0.32,0.00,2.42,1.05,0.58,53.00
"Rioli, Daniel",637,2019,6.27,2.82,5.64,0.77,0.86,0.00,2.77,0.96,0.36,55.00
"Rioli, Willie",639,2019,8.64,3.36,4.64,1.29,0.71,0.00,3.00,0.57,0.57,64.60
"Rischitelli, Michael",640,2019,5.43,2.43,4.29,0.29,0.43,0.00,3.00,1.14,0.43,46.10
"Rivers, Trent",641,2020,8.33,3.11,5.33,0.22,0.22,0.00,1.44,1.22,0.44,65.30
"Rivers, Trent",641,2021,9.64,4.04,5.48,0.04,0.04,0.00,1.56,0.28,0.56,57.10
"Robertson, Deven",644,2021,6.88,3.31,6.25,0.25,0.13,0.00,4.19,0.63,0.56,60.40
"Robinson, Mitch",646,2020,9.58,3.47,4.16,0.26,0.16,0.00,2.32,0.84,0.84,71.00
"Robinson, Mitch",646,2021,13.50,4.46,6.05,0.32,0.32,0.00,2.91,1.23,1.05,77.90
"Robinson, Mitch",646,2019,15.09,5.26,6.44,0.74,0.52,0.00,4.30,1.57,1.35,93.60
"Rockliff, Tom",647,2020,11.94,2.25,10.88,0.25,0.19,0.00,6.25,1.19,0.63,112.90
"Rockliff, Tom",647,2019,15.17,3.67,13.33,0.11,0.11,0.00,4.61,1.11,1.33,99.50
"Rohan, Gary",648,2020,6.47,3.21,2.16,1.16,0.90,0.00,1.90,0.79,0.47,60.20
"Rohan, Gary",648,2019,6.58,3.42,1.95,1.32,0.58,0.05,1.79,0.68,0.74,48.10
"Rohan, Gary",648,2021,7.00,3.57,3.19,1.52,0.86,0.00,1.95,1.05,0.67,55.00
"Ronke, Ben",649,2019,6.62,2.77,3.77,0.69,0.62,0.00,2.15,0.39,0.31,48.50
"Ross, Jack",652,2020,6.86,2.00,6.43,0.00,0.00,0.00,2.86,0.71,0.29,63.40
"Ross, Jack",652,2019,8.29,2.43,9.00,0.14,0.29,0.00,3.14,1.14,1.00,62.00
"Ross, Jack",652,2021,5.13,2.87,5.47,0.13,0.00,0.00,1.47,0.33,0.33,40.90
"Ross, Sebastian",653,2020,9.13,1.81,8.81,0.13,0.13,0.00,2.81,0.44,1.06,74.80
"Ross, Sebastian",653,2021,11.25,4.55,9.75,0.25,0.40,0.00,3.05,0.60,0.60,79.80
"Ross, Sebastian",653,2019,14.68,3.82,11.32,0.27,0.32,0.00,4.09,0.46,0.86,94.30
"Rotham, Josh",654,2020,9.00,5.20,1.70,0.00,0.00,0.00,1.30,0.50,0.40,63.10
"Rotham, Josh",654,2021,12.21,8.47,3.84,0.00,0.05,0.00,0.95,0.68,0.90,71.60
"Roughead, Jarryd",655,2019,7.50,3.50,4.88,1.88,1.25,2.38,2.38,0.88,0.75,65.80
"Roughead, Jordan",656,2020,5.29,3.77,3.94,0.00,0.00,0.00,1.06,0.59,0.24,49.00
"Roughead, Jordan",656,2021,9.05,6.52,4.14,0.00,0.00,0.43,1.67,0.57,0.67,60.70
"Roughead, Jordan",656,2019,6.96,5.17,4.83,0.04,0.00,0.71,1.79,0.54,0.33,53.70
"Rowbottom, James",657,2019,7.50,2.67,6.17,0.33,0.42,0.00,4.92,0.25,0.50,63.70
"Rowbottom, James",657,2020,8.25,1.38,6.56,0.25,0.25,0.00,3.63,1.06,1.06,70.20
"Rowbottom, James",657,2021,8.94,2.06,6.47,0.35,0.18,0.00,6.18,0.71,0.82,71.20
"Rowe, James",658,2021,6.47,2.16,6.21,0.79,0.58,0.00,1.84,0.95,0.47,50.50
"Rowell, Matt",660,2021,5.50,1.83,8.58,0.17,0.00,0.00,4.08,2.00,1.08,55.30
"Rozee, Connor",661,2020,6.63,2.50,6.25,0.56,0.56,0.00,3.25,0.38,0.63,69.10
"Rozee, Connor",661,2021,8.38,3.38,7.57,1.00,0.62,0.00,2.86,1.19,0.67,67.70
"Rozee, Connor",661,2019,7.64,3.46,7.64,1.32,1.00,0.00,4.00,1.09,0.77,72.20
"Ruscoe, Trey",662,2021,8.11,3.00,3.67,0.22,0.00,0.00,1.67,0.33,0.78,46.70
"Ryan, Liam",663,2021,8.29,3.93,2.00,1.71,0.71,0.00,1.50,0.79,0.64,56.50
"Ryan, Liam",663,2020,7.78,3.67,3.00,1.44,0.89,0.00,1.78,0.72,0.39,70.70
"Ryan, Liam",663,2019,8.79,3.00,2.92,1.25,0.79,0.00,2.13,1.04,0.75,56.80
"Ryan, Luke",664,2020,14.77,5.18,3.82,0.00,0.00,0.00,1.18,0.65,0.77,88.20
"Ryan, Luke",664,2019,14.61,5.22,5.83,0.06,0.00,0.00,2.61,0.61,0.83,80.10
"Ryan, Luke",664,2021,17.47,7.16,4.32,0.00,0.00,0.00,1.79,0.74,1.00,87.40
"Ryder, Paddy",665,2021,6.83,3.08,3.00,0.42,0.08,30.17,2.50,0.75,1.42,75.00
"Ryder, Paddy",665,2020,5.64,2.07,2.43,0.71,0.14,20.93,2.50,1.14,0.93,77.10
"Ryder, Paddy",665,2019,6.18,2.82,3.59,0.88,0.71,22.41,2.35,1.41,1.00,70.40
"Saad, Adam",666,2020,11.88,2.88,7.00,0.12,0.06,0.00,2.00,0.59,0.47,82.80
"Saad, Adam",666,2021,14.14,3.27,5.14,0.09,0.27,0.00,1.77,0.68,0.46,69.70
"Saad, Adam",666,2019,10.86,2.82,6.77,0.14,0.00,0.00,3.41,0.64,0.64,67.80
"Salem, Christian",667,2020,12.50,4.00,6.31,0.13,0.00,0.00,2.56,0.25,0.69,89.10
"Salem, Christian",667,2019,16.70,4.65,7.40,0.00,0.10,0.00,3.00,0.75,0.60,89.90
"Salem, Christian",667,2021,16.88,6.04,8.46,0.13,0.08,0.00,2.42,0.58,0.75,94.50
"Sandilands, Aaron",668,2019,3.33,2.17,8.83,0.00,0.17,29.50,2.33,1.50,0.83,72.20
"Savage, Shane",669,2019,13.09,5.32,6.55,0.09,0.18,0.00,2.46,0.41,0.32,78.30
"Schache, Josh",670,2021,7.44,4.56,3.00,0.56,0.44,0.56,1.22,0.56,0.67,49.80
"Schache, Josh",670,2019,6.14,2.64,3.93,1.71,0.57,1.36,1.79,1.07,0.21,54.00
"Scharenberg, Matt",671,2019,7.86,4.57,6.86,0.00,0.00,0.00,1.00,0.86,1.43,51.60
"Schoenberg, Harry",673,2020,5.00,1.38,6.75,0.38,0.00,0.00,1.88,0.38,0.50,51.60
"Schoenberg, Harry",673,2021,10.46,2.82,7.96,0.46,0.41,0.00,3.59,0.73,1.46,69.60
"Schofield, Will",675,2019,5.71,3.43,2.64,0.00,0.00,0.36,1.57,0.50,1.14,36.40
"Schultz, Lachie",676,2019,6.57,2.14,5.14,0.57,0.43,0.00,2.43,0.43,1.00,47.40
"Schultz, Lachie",676,2020,6.41,3.59,3.53,0.71,0.41,0.00,2.53,0.88,0.77,63.00
"Schultz, Lachie",676,2021,7.40,4.00,3.60,1.10,0.85,0.00,2.70,1.00,0.90,58.00
"Scott, Anthony",678,2021,4.19,1.57,4.52,0.48,0.38,0.00,1.67,0.81,0.24,36.30
"Scott, Bailey",679,2020,6.23,3.00,4.39,0.62,0.08,0.00,2.23,0.46,0.69,59.40
"Scott, Bailey",679,2021,6.53,3.06,6.24,0.47,0.29,0.00,1.88,0.29,0.41,50.90
"Scrimshaw, Jack",680,2019,8.60,4.10,7.40,0.00,0.10,0.00,1.80,0.30,0.50,59.00
"Scrimshaw, Jack",680,2020,9.31,3.92,6.31,0.00,0.00,0.00,1.77,0.54,0.54,72.90
"Scrimshaw, Jack",680,2021,12.45,6.35,8.15,0.20,0.10,0.00,1.45,0.40,0.15,79.80
"Scully, Tom",681,2020,7.43,2.43,6.14,0.29,0.14,0.00,1.14,0.29,0.71,58.00
"Scully, Tom",681,2019,9.29,3.19,9.19,0.57,0.29,0.00,2.33,0.43,1.05,66.10
"Seedsman, Paul",682,2020,8.78,2.67,7.22,0.44,0.56,0.00,3.11,0.78,0.56,79.40
"Seedsman, Paul",682,2019,10.69,4.15,8.39,0.46,0.31,0.00,2.15,0.23,0.23,72.50
"Seedsman, Paul",682,2021,15.77,5.36,10.32,0.55,0.59,0.00,2.32,0.82,0.82,95.50
"Selwood, Joel",683,2020,9.20,2.47,8.00,0.27,0.27,0.00,4.20,1.33,1.33,83.80
"Selwood, Joel",683,2019,11.96,3.44,9.30,0.26,0.26,0.00,4.09,1.87,1.04,81.70
"Selwood, Joel",683,2021,11.58,3.21,11.42,0.25,0.17,0.00,4.71,2.25,1.17,86.50
"Serong, Caleb",685,2020,9.07,2.29,7.79,0.14,0.07,0.00,4.14,0.79,0.43,83.30
"Serong, Caleb",685,2021,12.68,2.91,10.18,0.36,0.46,0.00,3.27,1.05,0.55,82.30
"Setterfield, Will",686,2021,9.25,4.38,6.25,0.13,0.75,0.00,2.13,0.75,1.25,60.40
"Setterfield, Will",686,2020,9.13,1.81,6.06,0.25,0.06,0.00,5.19,1.13,0.50,83.60
"Setterfield, Will",686,2019,10.17,3.22,6.33,0.33,0.67,0.00,3.11,0.83,0.56,67.10
"Sexton, Alex",687,2020,7.36,3.14,2.00,1.36,0.86,0.00,1.57,0.50,0.57,62.00
"Sexton, Alex",687,2021,7.95,4.14,2.38,1.00,0.67,0.00,1.10,0.67,0.33,51.80
"Sexton, Alex",687,2019,8.50,3.27,2.96,1.77,1.32,0.00,1.91,0.68,0.96,58.60
"Sharp, Jeremy",690,2021,12.56,5.89,5.78,0.22,0.33,0.00,0.78,0.67,0.44,71.00
"Shaw, Heath",691,2020,9.53,4.59,2.77,0.18,0.06,0.00,2.24,0.41,0.94,69.40
"Shaw, Heath",691,2019,16.15,6.81,3.96,0.00,0.04,0.00,2.31,0.42,1.08,83.30
"Sheed, Dom",692,2020,10.12,3.24,9.65,0.47,0.18,0.00,2.35,0.82,0.94,87.20
"Sheed, Dom",692,2021,14.55,4.91,11.77,0.41,0.27,0.00,2.32,1.23,1.18,91.60
"Sheed, Dom",692,2019,14.33,5.33,12.13,0.67,0.63,0.00,1.63,0.83,0.75,93.00
"Sheppard, Brad",693,2020,10.78,6.22,5.11,0.11,0.00,0.00,1.89,0.78,0.39,86.30
"Sheppard, Brad",693,2021,11.00,6.45,6.35,0.00,0.00,0.00,1.60,0.60,0.25,71.30
"Sheppard, Brad",693,2019,13.50,7.83,5.79,0.00,0.08,0.00,1.54,0.71,0.42,81.30
"Shiel, Dylan",695,2021,9.25,2.00,10.13,0.38,0.50,0.00,3.00,0.38,1.00,66.10
"Shiel, Dylan",695,2020,12.53,2.53,10.60,0.27,0.40,0.00,3.47,1.20,0.60,102.10
"Shiel, Dylan",695,2019,14.14,3.09,12.05,0.41,0.68,0.00,4.91,1.27,0.55,98.20
"Shiels, Liam",696,2020,10.13,2.88,7.75,0.38,0.00,0.00,3.44,0.63,1.13,84.70
"Shiels, Liam",696,2019,13.11,3.42,10.11,0.53,0.63,0.00,6.63,0.68,1.74,95.60
"Shiels, Liam",696,2021,11.62,4.43,9.52,0.24,0.19,0.00,4.71,0.76,1.48,84.00
"Sholl, Lachlan",698,2020,9.00,3.00,4.13,0.25,0.13,0.00,0.88,0.63,0.25,61.60
"Sholl, Lachlan",698,2021,10.95,4.11,6.63,0.16,0.37,0.00,1.11,0.37,0.26,63.70
"Short, Jayden",699,2019,13.13,4.40,4.53,0.20,0.07,0.00,1.73,0.07,0.40,68.70
"Short, Jayden",699,2020,14.14,5.43,4.91,0.00,0.19,0.00,1.29,0.52,0.38,91.50
"Short, Jayden",699,2021,18.68,6.09,5.96,0.05,0.09,0.00,1.77,0.77,0.36,93.40
"Shuey, Luke",700,2021,14.86,3.29,8.00,0.00,0.14,0.00,4.29,2.57,1.00,87.30
"Shuey, Luke",700,2020,11.08,2.54,7.85,0.08,0.08,0.00,3.46,0.85,1.08,85.70
"Shuey, Luke",700,2019,17.04,3.38,9.92,0.33,0.08,0.00,5.38,1.42,1.46,101.70
"Sicily, James",701,2020,13.27,5.64,4.55,0.18,0.09,0.00,0.82,1.09,0.64,86.80
"Sicily, James",701,2019,16.00,7.18,5.09,0.14,0.09,0.00,1.46,1.27,1.36,83.60
"Sidebottom, Steele",702,2020,12.44,3.67,11.22,0.56,0.33,0.00,4.22,0.89,0.44,113.60
"Sidebottom, Steele",702,2021,12.95,5.43,10.86,0.38,0.24,0.00,2.95,0.67,1.14,88.40
"Sidebottom, Steele",702,2019,14.74,6.13,11.00,0.44,0.30,0.00,3.65,0.44,0.78,100.20
"Sier, Brayden",703,2019,5.83,0.67,8.50,0.33,0.17,0.00,3.67,0.33,1.00,50.70
"Sier, Brayden",703,2021,4.57,2.29,7.71,0.14,0.00,0.00,2.71,0.43,0.00,48.10
"Silvagni, Jack",704,2021,8.67,4.67,4.67,0.60,0.87,1.13,2.53,0.93,0.80,63.60
"Silvagni, Jack",704,2019,8.59,4.29,5.24,0.77,0.65,0.00,3.65,0.71,1.12,66.30
"Simpkin, Jy",705,2020,10.06,2.18,10.18,0.35,0.29,0.00,3.71,1.24,1.59,88.50
"Simpkin, Jy",705,2019,9.52,2.33,9.05,0.29,0.38,0.00,3.57,0.71,1.33,66.80
"Simpkin, Jy",705,2021,14.77,4.36,12.14,0.09,0.23,0.00,3.82,1.55,1.27,95.50
"Simpson, Dawson",706,2019,2.56,1.33,5.22,0.11,0.00,33.78,2.67,1.00,0.78,65.90
"Simpson, Kade",707,2020,11.82,3.88,3.71,0.06,0.00,0.00,1.12,0.65,0.41,73.50
"Simpson, Kade",707,2019,14.72,4.72,5.61,0.17,0.00,0.00,2.56,0.83,0.56,79.90
"Simpson, Sam",708,2020,6.67,2.56,7.22,0.33,0.22,0.00,3.11,0.78,0.89,68.60
"Sinclair, Callum",709,2020,4.92,2.46,4.23,0.23,0.23,22.54,2.54,1.15,1.85,75.70
"Sinclair, Callum",709,2019,7.57,2.71,4.43,0.36,0.14,25.00,3.14,1.43,1.50,76.50
"Sinclair, Jack",710,2020,8.17,2.50,6.08,0.00,0.08,0.00,2.50,0.50,0.25,67.50
"Sinclair, Jack",710,2021,13.38,4.86,7.71,0.14,0.10,0.00,2.29,0.43,0.48,79.20
"Sinclair, Jack",710,2019,9.27,2.82,7.50,0.18,0.50,0.00,3.50,0.77,0.55,66.00
"Sloane, Rory",712,2020,7.67,1.25,8.08,0.42,0.25,0.00,4.08,1.33,0.92,75.70
"Sloane, Rory",712,2021,11.00,3.72,11.33,0.17,0.11,0.00,4.83,1.33,0.94,85.80
"Sloane, Rory",712,2019,12.09,4.41,12.50,0.50,0.41,0.00,5.86,1.73,1.09,99.80
"Smith, Bailey",714,2020,10.56,1.67,10.67,0.33,0.50,0.00,2.50,0.39,0.61,86.30
"Smith, Bailey",714,2019,8.00,2.52,9.65,0.48,0.44,0.00,4.04,0.39,0.65,68.80
"Smith, Bailey",714,2021,13.62,3.73,9.96,0.65,0.50,0.00,3.35,0.81,0.73,88.40
"Smith, Brodie",715,2020,12.69,3.63,4.50,0.31,0.38,0.00,2.38,0.44,0.63,85.30
"Smith, Brodie",715,2021,15.81,5.10,4.81,0.10,0.19,0.00,1.81,0.43,0.38,79.60
"Smith, Brodie",715,2019,14.82,4.96,8.09,0.46,0.55,0.00,2.50,0.46,0.77,86.90
"Smith, Devon",716,2019,11.29,2.71,6.86,0.43,0.29,0.00,5.71,0.86,1.14,78.90
"Smith, Devon",716,2020,9.88,2.50,8.31,0.44,0.44,0.00,3.81,0.94,0.75,88.40
"Smith, Devon",716,2021,7.75,3.40,6.40,0.80,0.95,0.00,3.90,0.55,1.15,64.70
"Smith, Isaac",717,2020,10.00,3.50,7.30,0.50,0.20,0.00,2.10,0.20,0.70,81.00
"Smith, Isaac",717,2019,14.37,5.26,8.11,0.47,0.42,0.00,2.16,0.16,0.74,84.90
"Smith, Isaac",717,2021,15.96,6.92,6.96,0.63,0.38,0.00,1.58,0.33,0.42,92.10
"Smith, Joel",718,2020,3.29,1.29,2.14,0.00,0.00,0.00,1.43,0.43,0.86,27.00
"Smith, Roarke",720,2020,4.83,2.00,6.83,0.33,0.17,0.00,1.33,0.33,0.33,51.30
"Smith, Roarke",720,2021,5.64,2.07,6.29,0.21,0.29,0.00,2.43,0.29,0.50,45.80
"Smith, Tim",721,2019,6.00,3.43,4.57,1.00,0.86,2.43,2.71,0.57,0.71,56.00
"Smith, Zac",722,2021,3.00,1.11,6.00,0.33,0.00,21.22,2.56,1.56,1.67,54.30
"Snelling, Will",723,2020,4.18,1.71,8.88,0.29,0.12,0.00,4.65,0.82,0.71,68.20
"Snelling, Will",723,2021,7.75,3.70,9.95,0.60,0.35,0.00,4.95,1.05,0.45,77.70
"Soldo, Ivan",724,2020,3.71,1.64,4.00,0.14,0.21,20.86,2.71,1.21,1.50,67.00
"Soldo, Ivan",724,2019,4.86,2.36,4.29,0.43,0.14,25.64,3.93,1.57,1.57,71.10
"Spargo, Charlie",725,2020,4.75,2.38,3.38,1.00,0.13,0.00,1.50,0.38,0.88,47.50
"Spargo, Charlie",725,2019,7.00,3.38,4.25,0.25,0.13,0.00,2.13,0.88,0.63,48.80
"Spargo, Charlie",725,2021,7.80,3.36,3.68,0.72,0.64,0.00,2.36,1.04,0.64,54.40
"Sparrow, Tom",726,2021,4.86,1.91,4.00,0.33,0.19,0.00,2.71,0.62,0.71,39.80
"Sproule, Zach",728,2021,5.50,2.70,3.10,1.10,0.50,1.40,2.60,0.90,1.50,46.10
"Stack, Sydney",729,2021,8.57,5.14,8.14,0.29,0.14,0.00,2.43,0.71,0.71,67.60
"Stack, Sydney",729,2020,3.33,1.67,6.89,0.22,0.22,0.00,2.89,0.56,1.67,46.80
"Stack, Sydney",729,2019,7.77,4.88,9.41,0.59,0.53,0.00,3.00,0.71,0.41,72.30
"Stanley, Rhys",730,2020,6.55,2.91,6.18,0.91,0.46,19.27,1.27,1.09,1.09,86.00
"Stanley, Rhys",730,2019,7.67,2.94,6.17,0.39,0.39,27.83,2.56,1.11,1.89,80.40
"Stanley, Rhys",730,2021,8.00,3.90,6.79,0.42,0.26,20.58,1.74,1.37,1.11,77.60
"Starcevich, Brandon",731,2020,6.94,3.17,2.39,0.06,0.11,0.00,1.61,0.56,0.50,51.30
"Starcevich, Brandon",731,2021,9.00,3.75,3.42,0.00,0.00,0.00,1.71,0.63,1.08,49.30
"Steele, Jack",732,2020,10.74,3.79,11.21,0.58,0.11,0.00,5.47,1.32,0.68,113.40
"Steele, Jack",732,2019,9.75,4.00,12.15,0.15,0.30,0.00,8.20,1.10,1.50,96.20
"Steele, Jack",732,2021,14.14,4.68,15.05,0.59,0.36,0.00,8.41,1.96,1.46,121.70
"Stein, Jake",733,2021,4.83,3.33,1.83,0.00,0.00,0.00,1.17,0.33,1.00,30.20
"Stengle, Tyson",734,2020,5.50,1.67,4.25,0.67,0.75,0.00,2.08,0.50,0.92,51.00
"Stephens, Dylan",735,2021,4.29,2.86,4.14,0.14,0.14,0.00,1.14,0.14,1.14,32.00
"Stephens, Dylan",735,2020,8.50,3.38,4.00,0.25,0.38,0.00,3.25,0.75,0.75,71.30
"Stephenson, Jaidyn",736,2020,6.07,3.36,3.36,1.00,0.71,0.00,1.79,0.29,0.64,59.00
"Stephenson, Jaidyn",736,2019,11.29,6.64,4.36,1.71,0.93,0.00,2.07,0.43,0.50,80.90
"Stephenson, Jaidyn",736,2021,13.11,5.74,6.26,0.90,1.00,0.00,2.53,0.84,0.53,84.80
"Steven, Jack",737,2019,11.14,2.71,7.86,0.71,0.57,0.00,3.29,2.43,0.57,76.00
"Steven, Jack",737,2020,9.33,3.67,7.11,0.11,0.22,0.00,3.89,1.33,0.67,86.30
"Stewart, James",738,2020,5.00,3.30,2.50,1.10,0.40,1.00,1.00,0.60,0.80,50.10
"Stewart, James",738,2021,8.00,5.24,4.53,0.00,0.00,0.00,1.12,0.41,1.29,49.80
"Stewart, Tom",739,2020,14.61,6.94,4.50,0.00,0.06,0.00,1.28,0.22,0.67,96.30
"Stewart, Tom",739,2021,18.90,8.90,5.10,0.00,0.15,0.00,1.05,0.80,0.65,96.80
"Stewart, Tom",739,2019,18.92,7.40,4.28,0.00,0.08,0.00,1.68,0.68,0.64,93.10
"Stocker, Liam",740,2021,9.59,3.41,4.41,0.12,0.06,0.00,2.18,0.88,0.59,56.40
"Stratton, Ben",744,2020,4.71,2.93,3.93,0.07,0.00,0.00,1.21,0.50,0.93,42.20
"Stratton, Ben",744,2019,5.05,3.37,4.16,0.00,0.00,0.00,1.53,0.42,0.95,37.30
"Stretch, Billy",745,2019,10.11,4.00,7.22,0.22,0.11,0.00,3.00,0.44,0.33,69.70
"Stringer, Jake",746,2020,5.70,1.80,1.60,1.50,0.70,0.00,1.90,0.70,0.80,51.60
"Stringer, Jake",746,2021,11.05,2.90,5.37,2.16,0.95,0.00,4.00,1.58,1.21,80.40
"Stringer, Jake",746,2019,9.37,3.00,2.90,1.74,1.42,0.00,3.32,0.90,1.47,64.50
"Suckling, Matt",748,2020,6.71,3.71,3.14,0.43,0.00,0.00,0.29,1.00,0.86,49.60
"Suckling, Matt",748,2019,15.58,5.47,5.32,0.53,0.58,0.00,2.00,0.53,0.47,84.60
"Swallow, David",750,2020,10.27,3.60,7.73,0.27,0.67,0.00,3.93,0.53,1.40,89.30
"Swallow, David",750,2021,12.29,5.05,9.62,0.29,0.33,0.00,4.71,0.76,1.14,89.50
"Swallow, David",750,2019,12.82,3.96,10.32,0.59,0.32,0.00,3.82,1.27,1.23,87.70
"Switkowski, Sam",752,2021,6.58,3.00,5.58,0.75,0.75,0.00,2.67,0.58,0.33,55.40
"Switkowski, Sam",752,2019,4.94,2.50,6.44,0.33,0.17,0.00,4.94,1.17,0.67,56.30
"Taberner, Matthew",753,2019,11.67,8.00,4.89,1.44,1.11,1.78,2.00,0.78,0.89,86.40
"Taberner, Matthew",753,2021,8.44,5.56,2.63,2.31,1.06,0.00,0.63,1.00,1.06,62.50
"Taberner, Matthew",753,2020,8.06,5.75,2.31,1.81,0.81,0.50,0.50,0.63,0.75,73.30
"Talia, Daniel",754,2020,5.93,3.36,2.93,0.00,0.00,0.00,1.07,0.71,0.64,46.00
"Talia, Daniel",754,2019,7.77,5.46,4.41,0.00,0.00,0.00,2.18,0.77,0.50,56.50
"Taranto, Tim",755,2020,12.00,2.73,7.27,0.36,0.27,0.00,4.09,1.00,1.09,94.10
"Taranto, Tim",755,2021,15.50,4.92,11.04,0.54,0.54,0.00,5.33,1.08,0.96,106.70
"Taranto, Tim",755,2019,16.58,4.62,11.15,0.42,0.50,0.00,6.31,0.92,1.27,111.30
"Tarrant, Robbie",756,2021,10.40,6.70,4.10,0.00,0.00,0.00,1.00,0.70,1.40,60.00
"Tarrant, Robbie",756,2020,11.13,4.25,4.50,0.00,0.00,0.00,1.31,0.88,0.94,73.00
"Tarrant, Robbie",756,2019,10.50,6.23,5.27,0.05,0.00,0.00,1.68,0.59,1.09,65.00
"Taylor, Curtis",757,2020,5.67,3.56,4.56,0.56,0.22,0.00,1.56,0.78,0.44,57.50
"Taylor, Curtis",757,2021,8.11,4.16,5.05,0.37,0.26,0.00,2.11,0.68,0.68,56.40
"Taylor, Harry",759,2020,5.95,3.21,3.84,0.05,0.00,0.00,1.42,0.68,0.53,50.30
"Taylor, Harry",759,2019,7.75,4.75,6.04,0.13,0.08,0.08,1.67,0.58,0.50,56.30
"Taylor, Lewis",760,2020,5.67,2.44,3.00,0.67,0.56,0.00,2.22,0.44,0.11,54.90
"Taylor, Sam",761,2021,8.63,6.11,5.74,0.00,0.00,0.00,2.05,1.16,0.42,63.80
"Taylor, Sam",761,2019,5.23,3.82,5.50,0.05,0.00,0.00,1.64,0.55,0.46,44.10
"Thilthorpe, Riley",762,2021,6.71,3.14,4.14,1.29,0.71,1.79,1.36,0.71,1.00,51.20
"Thomas, Dale",763,2019,13.50,5.25,5.80,0.15,0.15,0.00,3.05,1.00,0.85,79.60
"Thomas, Josh",764,2020,5.00,1.86,5.57,0.29,0.29,0.00,2.00,0.21,0.64,50.00
"Thomas, Josh",764,2021,7.40,3.30,5.90,0.60,0.45,0.00,2.55,0.95,0.35,58.10
"Thomas, Josh",764,2019,7.14,2.96,7.23,1.00,0.50,0.00,2.36,0.55,0.41,60.00
"Thomas, Tarryn",765,2020,4.00,1.33,3.83,0.50,0.33,0.00,3.17,0.17,0.33,48.50
"Thomas, Tarryn",765,2019,5.70,2.35,6.30,0.80,0.75,0.00,3.40,0.70,0.45,55.30
"Thomas, Tarryn",765,2021,11.10,4.57,7.10,1.14,0.81,0.00,3.43,1.38,0.91,81.20
"Thompson, Scott",766,2019,10.26,4.68,4.95,0.00,0.00,0.00,1.84,0.53,1.21,59.00
"Thurlow, Jackson",767,2020,8.13,3.38,5.25,0.38,0.25,0.00,2.13,0.50,0.25,69.70
"Thurlow, Jackson",767,2019,9.89,4.11,4.67,0.00,0.00,0.00,2.33,0.22,0.89,58.20
"Tomlinson, Adam",769,2021,8.71,5.43,3.29,0.00,0.00,0.00,1.29,0.29,0.86,51.90
"Tomlinson, Adam",769,2020,8.15,4.31,4.31,0.00,0.08,0.08,1.69,0.15,0.46,64.60
"Tomlinson, Adam",769,2019,10.96,6.20,6.04,0.16,0.12,2.32,2.56,0.44,0.92,74.90
"Townsend, Jacob",770,2020,4.42,1.83,1.83,0.75,0.42,0.00,2.67,1.00,1.50,43.10
"Treacy, Josh",771,2021,4.67,3.40,3.00,0.87,0.67,0.47,2.07,0.73,0.93,42.70
"Treloar, Adam",772,2020,12.20,1.90,14.70,0.10,0.40,0.00,3.00,0.80,0.80,103.90
"Treloar, Adam",772,2021,10.94,2.94,12.29,0.77,0.53,0.00,4.29,0.65,0.94,86.40
"Treloar, Adam",772,2019,13.96,3.96,18.92,0.42,0.17,0.00,4.88,1.13,1.00,111.90
"Trengove, Jackson",773,2019,7.56,3.88,5.00,0.06,0.06,6.00,2.44,1.00,1.56,56.80
"Tucker, Darcy",774,2020,8.50,2.63,5.50,0.50,0.25,0.00,3.25,0.88,1.00,73.10
"Tucker, Darcy",774,2021,9.50,4.00,7.50,0.00,0.13,0.00,1.81,0.63,0.75,61.30
"Tucker, Darcy",774,2019,9.05,3.32,10.05,0.46,0.32,0.00,3.68,0.50,0.96,72.60
"Tuohy, Zach",775,2019,14.00,4.33,5.44,0.17,0.56,0.00,0.94,0.39,0.44,70.30
"Tuohy, Zach",775,2020,12.32,3.90,4.32,0.42,0.42,0.00,0.90,0.32,0.37,78.80
"Tuohy, Zach",775,2021,15.52,5.33,7.38,0.52,0.38,0.00,1.24,0.43,0.81,83.80
"Turner, Kayne",776,2019,6.38,2.67,6.10,0.57,0.24,0.00,3.48,1.29,0.81,55.80
"Turner, Kayne",776,2021,6.09,3.14,5.73,0.09,0.18,0.00,2.68,1.59,0.68,50.10
"Vandenberg, Aaron",779,2020,6.08,2.83,5.75,0.08,0.08,0.00,2.58,0.67,1.17,57.90
"Vandermeer, Laitham",780,2021,4.18,2.18,4.55,0.55,0.73,0.00,2.36,0.55,0.82,39.70
"Vandermeer, Laitham",780,2020,6.00,2.58,3.75,0.75,0.75,0.00,2.17,0.58,0.92,56.30
"Varcoe, Travis",781,2020,6.00,2.33,4.67,0.11,0.22,0.00,1.67,0.00,0.22,51.50
