Player,ID,Season,GM,KI_Ave,MK_Ave,HB_Ave,GL_Ave,BH_Ave,HO_Ave,TK_Ave,FF_Ave,FA_Ave,FantasyAve
"Lloyd, Sam",628,2018,7,10.43,3.00,7.00,0.71,0.14,0.00,2.71,0.71,0.71,68.1
"Lloyd, Sam",628,2019,23,10.87,5.17,4.52,1.65,1.35,0.00,2.35,0.61,0.70,76.3
"Lloyd, Sam",628,2020,9,6.27,3.47,4.00,0.93,0.67,0.00,2.67,1.07,0.53,53.6
"Lobb, Rory",629,2015,9,4.33,3.22,4.00,0.67,0.33,8.89,3.22,0.67,0.78,55.1
"Lobb, Rory",629,2016,24,7.08,4.63,4.75,1.21,0.67,6.58,2.71,1.04,0.75,68.8
"Lobb, Rory",629,2017,20,6.15,4.30,5.25,0.85,0.40,11.05,2.35,1.05,0.65,66.9
"Lobb, Rory",629,2018,19,6.68,3.16,2.89,0.58,0.53,20.74,2.84,1.42,1.42,68.6
"Lobb, Rory",629,2019,15,7.93,4.07,5.20,0.87,0.73,21.27,1.60,1.40,0.67,79.4
"Lobb, Rory",629,2020,17,8.19,4.45,4.02,0.71,0.42,11.01,1.69,1.06,0.42,68.2
"Lobb, Rory",629,2021,13,8.31,5.62,4.62,1.54,1.46,4.15,1.15,1.00,0.38,70.3
"Lobbe, Matthew",630,2015,17,4.12,1.76,4.18,0.29,0.00,30.41,5.76,1.35,1.59,77.8
"Lobbe, Matthew",630,2016,8,3.50,1.63,4.13,0.00,0.13,29.13,4.63,1.25,1.38,68.5
"Lobbe, Matthew",630,2018,6,5.33,2.33,4.50,0.17,0.17,35.33,4.83,1.00,1.00,85.8
"Lobbe, Matthew",630,2019,2,4.00,1.00,3.00,0.00,0.00,27.50,4.50,1.00,2.50,60.0
"Lockhart, Jay",631,2019,12,7.50,4.33,5.08,0.75,0.25,0.00,1.92,0.50,0.83,56.1
"Lockhart, Jay",631,2020,10,6.60,3.36,3.96,0.00,0.24,0.00,2.28,0.24,0.60,45.6
"Logue, Griffin",632,2017,13,5.46,4.08,3.92,0.08,0.23,0.00,1.77,0.38,0.69,42.5
"Logue, Griffin",632,2019,10,6.60,4.50,5.40,0.00,0.00,0.00,1.90,0.50,0.70,50.1
"Logue, Griffin",632,2020,5,5.28,2.88,6.48,0.00,0.00,0.00,1.20,0.72,0.24,42.2
"Logue, Griffin",632,2021,16,7.06,4.75,4.44,0.00,0.00,0.00,1.38,0.81,0.75,48.4
"Lonergan, Jesse",633,2015,18,8.28,3.00,6.56,0.06,0.06,0.22,4.44,1.00,1.28,62.5
"Lonergan, Jesse",633,2016,15,7.07,2.47,9.13,0.13,0.27,0.07,5.47,1.20,1.33,67.1
"Lonergan, Jesse",633,2017,9,6.56,3.11,11.33,0.11,0.00,0.00,3.11,0.67,1.11,62.1
"Lonergan, Jesse",633,2018,5,6.20,2.00,9.80,0.20,0.00,0.00,6.40,0.80,1.00,68.8
"Lonergan, Tom",634,2015,19,8.53,6.26,5.95,0.11,0.05,0.16,1.32,0.47,0.79,60.5
"Lonergan, Tom",634,2016,22,7.36,4.45,4.27,0.05,0.00,0.05,1.64,0.55,0.68,49.4
"Lonergan, Tom",634,2017,23,6.65,4.30,7.39,0.00,0.04,0.00,1.96,0.65,0.65,54.2
"Long, Ben",635,2017,4,3.75,1.50,5.25,0.00,0.50,0.00,3.25,0.50,1.00,37.3
"Long, Ben",635,2018,10,5.80,2.80,6.20,0.70,0.40,0.00,2.70,0.70,1.60,49.5
"Long, Ben",635,2019,16,6.31,3.69,3.19,0.88,0.56,0.00,2.88,0.81,0.56,52.8
"Long, Ben",635,2020,15,7.20,3.92,7.52,0.00,0.08,0.00,2.40,0.96,1.60,54.2
"Long, Ben",635,2021,15,6.27,3.47,3.27,0.13,0.60,0.00,2.33,0.67,1.07,43.9
"Long, Jake",636,2016,3,5.33,3.67,5.67,0.00,0.33,0.00,2.33,0.33,0.33,47.3
"Long, Jake",636,2018,2,7.00,3.50,6.50,0.50,0.00,0.00,5.00,2.00,2.50,62.0
"Longer, Billy",637,2015,18,3.72,2.39,5.56,0.06,0.00,29.17,2.67,1.72,1.61,66.5
"Longer, Billy",637,2017,17,1.41,1.59,7.94,0.12,0.12,38.59,4.00,1.82,1.24,78.4
"Longer, Billy",637,2018,5,2.80,1.00,3.60,0.00,0.20,24.20,1.60,0.40,1.60,45.0
"Longer, Billy",637,2019,1,5.00,5.00,5.00,0.00,0.00,24.00,2.00,2.00,0.00,74.0
"Lonie, Jack",638,2015,17,7.24,2.53,4.41,0.71,1.00,0.00,2.94,1.24,0.53,54.8
"Lonie, Jack",638,2016,10,5.30,2.30,5.20,1.00,0.80,0.00,2.20,1.10,0.30,49.0
"Lonie, Jack",638,2017,12,7.50,2.50,5.75,0.50,1.17,0.00,4.00,1.42,0.83,60.6
"Lonie, Jack",638,2018,11,9.00,4.09,5.55,1.45,0.91,0.00,2.09,1.27,0.91,66.9
"Lonie, Jack",638,2019,13,9.77,3.85,3.77,1.00,1.46,0.00,2.62,1.62,0.46,66.5
"Lonie, Jack",638,2020,13,8.77,4.06,3.32,1.11,0.65,0.00,2.58,0.92,0.46,62.3
"Lonie, Jack",638,2021,11,6.18,2.09,3.64,0.36,0.55,0.00,2.00,1.00,0.09,43.5
"Lovell, Kieran",639,2016,2,8.00,2.00,6.50,0.00,0.00,0.00,0.50,0.50,1.00,42.5
"Lukosius, Jack",640,2019,21,8.71,4.29,2.57,0.14,0.19,0.00,2.10,0.33,0.52,52.3
"Lukosius, Jack",640,2020,17,15.46,4.38,4.16,0.21,0.21,0.00,1.91,0.56,0.92,74.8
"Lukosius, Jack",640,2021,22,17.36,7.82,2.73,0.14,0.50,0.00,1.45,0.59,0.91,86.0
"Lumumba, Heritier",641,2015,19,7.53,3.21,6.68,0.11,0.05,0.53,3.21,0.32,1.00,56.9
"Lumumba, Heritier",641,2016,5,8.20,4.20,9.00,0.00,0.00,0.20,1.60,0.60,1.40,58.2
"Luxford, Michael",642,2015,2,1.50,0.50,2.50,0.00,0.00,0.00,1.50,0.00,0.00,17.0
"Lycett, Scott",643,2015,6,5.83,3.00,5.33,0.50,0.33,16.33,3.33,1.00,1.00,68.2
"Lycett, Scott",643,2016,21,6.33,3.33,5.95,0.67,0.38,18.86,4.29,1.95,1.19,79.7
"Lycett, Scott",643,2017,1,6.00,3.00,6.00,0.00,0.00,18.00,0.00,1.00,0.00,58.0
"Lycett, Scott",643,2018,25,6.68,2.76,5.80,0.40,0.40,20.08,3.32,2.04,1.44,73.8
"Lycett, Scott",643,2019,18,7.50,3.11,8.28,0.33,0.28,25.67,2.94,1.61,2.22,83.1
"Lycett, Scott",643,2020,15,6.08,1.52,7.12,0.16,0.24,28.16,3.12,2.00,0.96,78.0
"Lycett, Scott",643,2021,20,7.00,2.80,7.70,0.30,0.30,26.00,3.85,1.35,1.90,84.0
"Lynch, Brad",644,2018,9,7.78,3.11,4.44,0.22,0.33,0.00,1.11,0.33,1.22,44.3
"Lynch, Max",645,2020,1,1.20,0.00,1.20,0.00,0.00,2.40,6.00,0.00,1.20,28.8
"Lynch, Max",645,2021,2,4.50,2.00,7.00,0.00,0.00,20.50,2.50,0.50,1.00,61.5
"Lynch, Tom",646,2015,23,12.70,6.87,6.22,1.39,0.70,0.09,1.87,0.74,0.43,87.2
"Lynch, Tom",646,2015,20,10.60,6.70,4.15,2.15,1.65,0.80,1.65,1.05,1.20,79.6
"Lynch, Tom",646,2016,23,12.04,6.52,7.43,1.83,0.91,0.04,1.96,1.09,0.52,89.8
"Lynch, Tom",646,2016,22,9.95,6.95,5.45,3.00,1.55,0.55,1.68,1.41,1.23,86.2
"Lynch, Tom",646,2017,23,12.91,7.09,7.61,1.35,1.00,0.00,2.17,0.78,0.70,91.7
"Lynch, Tom",646,2017,19,9.63,6.32,5.58,2.32,1.26,0.11,1.89,1.47,1.00,80.3
"Lynch, Tom",646,2018,17,11.82,5.71,7.71,0.94,0.47,0.00,1.65,0.71,0.53,79.8
"Lynch, Tom",646,2018,10,8.90,4.70,3.80,2.00,1.00,0.00,2.20,1.30,1.60,66.7
"Lynch, Tom",646,2019,16,13.31,7.25,7.06,1.06,0.81,0.00,1.81,0.56,0.56,89.1
"Lynch, Tom",646,2019,25,7.92,5.04,2.88,2.52,1.24,0.08,1.48,1.44,1.28,64.6
"Lynch, Tom",646,2020,13,13.29,4.89,7.20,0.55,0.46,0.00,1.20,0.65,0.55,76.5
"Lynch, Tom",646,2020,19,7.64,4.23,3.22,2.02,1.71,0.13,1.45,1.07,1.64,58.0
"Lynch, Tom",646,2021,12,10.75,5.33,7.17,0.67,0.75,0.00,1.25,1.08,0.67,71.4
"Lynch, Tom",646,2021,18,7.22,4.83,3.83,1.94,1.83,1.33,1.56,0.94,1.33,61.8
"Lyons, Jarryd",647,2015,13,6.62,1.69,4.92,0.31,0.15,0.00,1.92,0.31,0.31,43.8
"Lyons, Jarryd",647,2016,20,12.10,3.30,9.55,0.75,0.65,0.10,4.70,0.70,0.55,88.4
"Lyons, Jarryd",647,2017,18,12.56,3.72,12.06,0.56,0.44,0.00,4.61,0.50,0.50,94.2
"Lyons, Jarryd",647,2018,19,14.79,2.68,9.79,0.37,0.79,0.00,5.42,1.21,1.00,94.9
"Lyons, Jarryd",647,2019,24,14.08,3.00,9.75,0.58,0.42,0.00,5.96,1.17,0.75,97.4
"Lyons, Jarryd",647,2020,19,16.11,4.04,9.85,0.25,0.63,0.00,4.86,1.39,0.76,100.9
"Lyons, Jarryd",647,2021,24,16.46,4.96,11.63,0.42,0.29,0.00,6.42,1.58,0.46,116.2
"Macaffer, Brent",648,2016,4,4.25,1.00,4.00,0.25,0.25,0.00,3.75,0.50,0.25,40.3
"Mackay, David",649,2015,20,7.70,2.15,6.10,0.15,0.15,0.00,3.60,0.65,0.50,56.4
"Mackay, David",649,2016,19,10.37,2.58,9.42,0.11,0.63,0.00,4.32,0.53,0.47,75.3
"Mackay, David",649,2017,22,10.32,3.00,6.55,0.41,0.36,0.00,3.45,0.59,0.82,67.8
"Mackay, David",649,2018,17,10.59,3.35,6.06,0.12,0.35,0.00,2.71,0.76,0.82,64.1
"Mackay, David",649,2019,18,10.28,3.17,6.94,0.17,0.06,0.00,2.78,0.50,0.39,65.7
"Mackay, David",649,2020,10,8.76,3.00,9.84,0.24,0.24,0.00,1.92,0.36,0.84,62.2
"Mackay, David",649,2021,18,8.17,2.33,5.17,0.33,0.33,0.00,2.22,0.89,0.39,52.8
"Mackenzie, Eric",650,2016,13,7.08,5.38,6.77,0.08,0.00,0.00,1.46,0.46,0.85,55.2
"Mackenzie, Eric",650,2017,13,6.00,5.23,6.08,0.00,0.00,0.00,1.62,0.62,0.85,50.4
"Mackie, Andrew",651,2015,15,13.53,6.93,7.47,0.40,0.00,0.00,1.80,0.53,0.53,84.9
"Mackie, Andrew",651,2016,22,11.91,4.95,6.09,0.05,0.23,0.00,2.91,0.55,0.86,72.9
"Mackie, Andrew",651,2017,23,13.70,5.35,7.52,0.13,0.09,0.00,2.00,0.96,0.74,79.8
"Macmillan, Jamie",652,2015,17,11.94,5.88,7.24,0.41,0.29,0.06,1.76,0.59,0.29,77.5
"Macmillan, Jamie",652,2016,23,11.35,4.91,7.04,0.35,0.13,0.00,2.00,0.61,0.48,72.3
"Macmillan, Jamie",652,2017,13,10.54,3.62,8.23,0.15,0.23,0.00,2.00,0.46,0.38,67.4
"Macmillan, Jamie",652,2018,22,12.05,5.05,6.64,0.09,0.14,0.00,2.14,1.27,0.59,73.3
"Macmillan, Jamie",652,2019,18,12.06,4.89,8.39,0.00,0.00,0.00,2.17,1.00,0.78,74.9
"Macmillan, Jamie",652,2020,10,8.04,3.24,6.96,0.12,0.00,0.00,2.76,1.80,0.72,59.2
"Macpherson, Darcy",653,2016,4,6.00,2.00,5.75,0.50,0.50,0.00,5.50,0.75,1.00,58.8
"Macpherson, Darcy",653,2017,8,5.88,3.38,5.88,0.38,0.38,0.00,3.13,0.25,0.75,52.6
"Macpherson, Darcy",653,2018,5,10.80,3.20,3.20,0.80,0.40,0.00,5.40,1.00,1.40,72.0
"Macpherson, Darcy",653,2019,22,11.91,4.14,6.77,0.55,0.41,0.00,6.09,1.09,1.14,87.4
"Macpherson, Darcy",653,2020,12,8.00,2.60,5.80,0.40,0.00,0.00,3.30,1.10,0.80,57.7
"Macpherson, Darcy",653,2021,11,8.91,4.36,5.45,0.09,0.55,0.00,3.91,0.82,0.91,65.5
"Macrae, Finlay",654,2021,9,5.00,2.89,7.67,0.11,0.00,0.00,1.00,0.22,0.33,42.9
"Macrae, Jack",655,2015,21,13.67,4.62,12.71,0.24,0.29,0.38,5.57,1.19,0.67,103.9
"Macrae, Jack",655,2016,22,12.32,4.73,15.27,0.09,0.18,0.05,4.36,1.36,0.82,98.8
"Macrae, Jack",655,2017,22,11.82,4.55,15.68,0.09,0.23,0.00,5.77,1.55,0.64,104.0
"Macrae, Jack",655,2018,19,15.74,5.79,17.05,0.42,0.26,0.00,5.37,2.05,0.79,122.6
"Macrae, Jack",655,2019,23,14.87,4.39,18.48,0.22,0.09,0.09,5.22,1.87,0.91,116.2
"Macrae, Jack",655,2020,18,13.73,3.33,17.93,0.20,0.20,0.47,4.73,1.93,0.67,107.8
"Macrae, Jack",655,2021,26,16.73,3.92,17.12,0.23,0.15,0.04,4.92,1.69,1.00,116.2
"Macreadie, Harrison",656,2017,8,4.38,2.13,3.25,0.00,0.00,0.00,2.38,0.25,0.38,34.6
"Madden, James",657,2021,9,5.44,2.78,5.56,0.11,0.00,0.00,1.78,0.89,0.22,43.8
"Madgen, Jack",658,2018,4,6.75,2.75,8.25,0.00,0.00,0.00,1.50,0.75,1.50,47.3
"Madgen, Jack",658,2019,4,6.00,3.75,4.75,0.00,0.00,0.00,1.75,0.50,0.75,44.0
"Madgen, Jack",658,2020,13,7.85,4.25,6.46,0.00,0.00,0.00,2.03,0.83,0.18,57.6
"Madgen, Jack",658,2021,19,8.37,4.63,7.63,0.05,0.11,0.00,1.00,0.53,0.32,58.3
"Maginness, Finn",659,2020,1,2.40,0.00,9.60,0.00,0.00,0.00,6.00,0.00,1.20,46.8
"Maginness, Finn",659,2021,2,2.50,0.50,5.00,0.00,0.00,0.00,2.50,0.50,0.50,28.0
"Maguire, Matt",660,2015,2,6.00,2.00,2.50,0.00,0.00,0.00,3.50,0.00,1.00,40.0
"Mahony, Jack",661,2020,10,3.36,1.44,6.72,0.36,0.24,0.00,3.12,1.08,0.60,42.0
"Mahony, Jack",661,2021,19,6.11,2.79,5.47,0.47,0.21,0.00,3.21,0.74,0.68,52.2
"Malceski, Nick",662,2015,16,11.38,4.69,5.19,0.19,0.19,0.00,2.31,0.63,0.75,67.5
"Malceski, Nick",662,2016,18,12.17,5.17,6.94,0.28,0.39,0.22,2.67,0.89,1.06,76.6
"Mansell, Rhyan",663,2021,13,7.00,2.69,4.08,0.08,0.00,0.00,2.23,1.00,1.08,44.4
"Marchbank, Caleb",664,2015,5,4.60,3.40,4.00,0.00,0.00,0.00,1.20,0.80,0.20,37.0
"Marchbank, Caleb",664,2016,2,6.00,2.50,4.50,0.00,0.50,0.00,2.50,1.00,0.50,44.5
"Marchbank, Caleb",664,2017,16,11.50,6.38,4.00,0.00,0.06,0.00,2.50,0.94,1.06,69.4
"Marchbank, Caleb",664,2018,12,8.33,4.42,5.00,0.00,0.08,0.00,2.00,0.42,0.92,54.0
"Marchbank, Caleb",664,2019,13,9.15,5.00,4.08,0.00,0.00,0.00,2.08,0.69,1.00,56.6
"Marcon, Adam",665,2016,2,11.50,6.50,7.50,0.50,0.00,0.00,2.50,0.50,1.00,79.5
"Maric, Ivan",666,2015,22,6.68,2.91,6.36,0.50,0.18,25.36,2.77,1.68,0.73,80.6
"Maric, Ivan",666,2016,3,3.33,1.33,3.00,0.00,0.00,29.00,2.00,1.00,2.00,52.0
"Markov, Oleg",667,2016,8,11.38,6.25,4.00,0.13,0.13,0.00,1.63,0.50,0.75,66.5
"Markov, Oleg",667,2017,7,5.14,3.14,5.14,0.29,0.14,0.00,1.00,0.14,0.71,39.0
"Markov, Oleg",667,2019,2,7.50,4.50,6.50,0.00,1.00,0.00,1.50,0.50,0.50,55.0
"Markov, Oleg",667,2020,6,9.40,3.20,4.20,0.00,0.20,0.00,1.20,1.20,0.40,51.2
"Markov, Oleg",667,2021,17,11.35,6.29,5.29,0.06,0.24,0.00,2.24,0.35,0.29,72.5
"Marsh, Harrison",668,2016,7,4.86,2.14,5.71,0.00,0.00,0.00,1.86,0.29,0.57,38.4
"Marsh, Harrison",668,2017,9,8.00,3.89,7.11,0.00,0.22,0.00,1.11,0.56,0.44,53.8
"Marsh, Harrison",668,2018,9,7.67,3.33,6.78,0.00,0.00,0.00,1.78,0.33,0.78,51.7
"Marsh, Jonathon",669,2015,5,5.20,2.00,5.00,0.00,0.00,0.00,1.80,0.60,1.40,35.2
"Marsh, Jonathon",669,2016,10,8.30,4.40,4.10,0.00,0.10,0.00,3.00,1.10,0.50,58.0
"Marsh, Jonathon",669,2019,5,5.80,3.00,2.40,0.20,0.20,0.00,2.20,0.60,1.00,39.0
"Marsh, Jonathon",669,2020,6,5.60,2.00,5.00,0.40,1.00,0.40,2.80,0.80,0.40,47.4
"Marshall, Rowan",670,2017,1,5.00,4.00,9.00,0.00,0.00,5.00,2.00,2.00,0.00,60.0
"Marshall, Rowan",670,2018,12,7.08,5.58,6.25,0.50,1.08,9.42,2.33,0.92,1.25,70.5
"Marshall, Rowan",670,2019,20,9.90,4.15,7.85,0.40,0.10,28.45,3.45,1.80,1.85,98.9
"Marshall, Rowan",670,2020,19,12.13,5.24,4.67,0.82,0.69,17.49,2.59,1.89,1.52,92.3
"Marshall, Rowan",670,2021,13,10.54,4.85,5.08,0.69,0.38,18.54,3.00,1.38,1.00,89.8
"Marshall, Todd",671,2017,3,5.00,3.33,3.67,0.33,0.67,0.00,3.33,0.67,0.33,48.0
"Marshall, Todd",671,2018,7,5.71,2.29,2.86,1.57,1.00,0.00,1.71,0.86,0.43,46.6
"Marshall, Todd",671,2019,10,6.80,3.50,2.60,1.00,0.40,0.10,2.30,1.30,0.40,51.9
"Marshall, Todd",671,2020,14,7.20,3.51,2.31,0.94,0.77,0.26,3.00,0.86,0.43,55.0
"Marshall, Todd",671,2021,21,7.57,4.05,2.62,1.14,0.57,0.24,1.29,0.86,0.38,52.6
"Martin, Brodie",672,2015,3,10.00,4.67,3.67,0.67,0.67,0.33,4.00,0.67,1.00,70.0
"Martin, Dustin",673,2015,23,17.39,4.48,8.57,1.04,0.57,0.04,3.87,0.70,1.35,101.7
"Martin, Dustin",673,2016,22,19.41,4.50,11.68,0.41,0.41,0.00,3.64,0.82,2.09,107.0
"Martin, Dustin",673,2017,25,19.16,4.12,10.60,1.48,1.16,0.00,3.52,1.48,1.76,111.4
"Martin, Dustin",673,2018,23,15.74,3.74,9.61,1.35,0.91,0.00,2.09,1.22,1.57,91.5
"Martin, Dustin",673,2019,23,16.39,4.17,9.70,1.39,0.65,0.00,2.43,0.78,1.74,95.4
"Martin, Dustin",673,2020,20,15.06,3.12,9.72,1.32,0.66,0.06,2.76,0.78,1.32,90.5
"Martin, Dustin",673,2021,16,12.50,2.88,10.06,1.19,0.44,0.00,2.25,0.56,0.75,81.1
"Martin, Jack",674,2015,12,7.50,4.50,5.25,0.92,0.75,0.25,3.25,0.92,0.92,64.2
"Martin, Jack",674,2016,21,9.24,5.71,7.05,0.67,0.14,0.33,3.57,0.52,1.05,75.1
"Martin, Jack",674,2017,22,11.91,6.32,6.73,1.09,0.50,0.00,2.68,0.95,1.27,83.0
"Martin, Jack",674,2018,15,11.60,4.67,6.20,0.93,0.73,0.00,4.87,1.60,1.60,83.8
"Martin, Jack",674,2019,16,11.56,4.13,6.56,0.50,0.69,0.00,5.56,1.50,1.31,83.7
"Martin, Jack",674,2020,15,9.20,5.12,7.04,0.96,0.88,0.00,3.84,1.28,1.28,76.5
"Martin, Jack",674,2021,11,8.55,5.55,4.18,0.73,0.55,0.00,2.36,0.82,1.00,62.8
"Martin, Stefan",675,2015,20,11.90,6.40,9.75,0.25,0.45,32.50,2.00,1.70,1.50,114.1
"Martin, Stefan",675,2016,20,7.45,4.05,9.30,0.25,0.35,27.90,2.10,1.70,1.30,89.1
"Martin, Stefan",675,2017,22,8.64,4.00,8.77,0.05,0.14,35.00,2.59,1.82,1.09,99.8
"Martin, Stefan",675,2018,22,8.82,4.05,9.91,0.05,0.09,33.91,2.55,2.45,1.32,101.4
"Martin, Stefan",675,2019,24,9.42,2.50,7.00,0.21,0.29,26.92,2.46,2.04,1.38,86.0
"Martin, Stefan",675,2020,8,5.55,1.20,3.15,0.15,0.15,20.55,2.85,1.20,1.35,56.7
"Martin, Stefan",675,2021,9,3.22,1.22,7.11,0.11,0.00,17.11,1.89,1.00,2.22,47.2
"Martyn, Will",676,2021,3,4.67,2.00,4.00,0.00,0.00,0.00,1.00,0.00,1.33,28.0
"Masten, Chris",677,2015,22,11.45,3.91,13.45,0.09,0.50,0.00,2.18,0.59,0.55,81.7
"Masten, Chris",677,2016,21,11.00,3.95,11.29,0.19,0.19,0.00,1.81,0.43,0.90,73.7
"Masten, Chris",677,2017,13,9.69,4.23,12.85,0.23,0.15,0.00,2.69,0.31,0.62,78.2
"Masten, Chris",677,2018,24,11.42,5.83,7.92,0.29,0.21,0.00,1.75,0.29,0.50,75.3
"Masten, Chris",677,2019,17,9.88,5.47,6.71,0.18,0.06,0.00,1.76,0.41,0.53,66.5
"Matera, Brandon",678,2015,19,11.05,4.21,4.11,0.95,0.63,0.00,2.89,0.89,0.68,70.7
"Matera, Brandon",678,2016,17,9.76,3.53,4.59,1.41,0.88,0.00,2.00,0.29,0.35,65.6
"Matera, Brandon",678,2017,10,11.60,4.60,5.30,2.20,1.20,0.00,2.20,1.00,0.30,82.5
"Matera, Brandon",678,2018,18,9.94,3.17,5.50,0.72,0.50,0.00,2.33,1.06,0.56,63.9
"Matera, Brandon",678,2019,20,9.05,3.60,4.00,1.50,1.25,0.00,1.95,0.30,0.80,61.9
"Matera, Brandon",678,2020,5,6.00,1.92,1.44,0.72,0.72,0.00,2.88,0.96,0.72,42.0
"Mathieson, Rhys",679,2016,11,9.09,2.36,9.18,0.73,0.27,0.09,3.73,2.82,1.55,70.5
"Mathieson, Rhys",679,2017,13,8.15,3.38,10.00,0.62,0.08,0.08,3.62,2.46,1.15,71.9
"Mathieson, Rhys",679,2018,13,6.69,3.00,9.54,0.31,0.15,0.00,3.00,1.46,0.69,61.5
"Mathieson, Rhys",679,2019,9,7.67,2.56,7.56,0.44,0.33,0.00,3.11,0.67,1.78,56.6
"Mathieson, Rhys",679,2020,1,9.60,6.00,7.20,0.00,0.00,0.00,2.40,2.40,0.00,73.2
"Mathieson, Rhys",679,2021,15,5.60,2.40,5.67,0.13,0.13,0.00,2.60,0.53,1.00,44.2
"May, Steven",680,2015,18,9.50,4.22,4.33,0.00,0.17,0.06,1.00,1.06,0.83,52.6
"May, Steven",680,2016,17,10.41,6.47,6.12,0.12,0.00,0.12,1.88,0.88,1.18,68.6
"May, Steven",680,2017,18,13.00,7.06,6.28,0.06,0.11,0.00,1.33,0.89,0.67,77.4
"May, Steven",680,2018,17,13.18,7.47,4.18,0.18,0.18,0.24,1.71,0.82,1.29,75.5
"May, Steven",680,2019,8,13.00,3.75,2.13,0.13,0.25,0.13,1.13,0.63,1.13,57.4
"May, Steven",680,2020,17,14.82,5.36,4.38,0.07,0.00,0.00,0.99,0.64,0.28,73.5
"May, Steven",680,2021,23,14.74,5.43,2.65,0.00,0.09,0.00,1.04,0.61,0.74,68.5
"Mayes, Sam",681,2015,14,7.71,4.86,6.71,0.14,0.36,0.00,2.00,0.86,0.36,60.1
"Mayes, Sam",681,2016,21,11.38,4.19,6.29,0.05,0.05,0.10,2.14,0.71,0.67,67.0
"Mayes, Sam",681,2017,21,12.86,6.05,8.10,0.00,0.05,0.05,1.81,0.57,0.33,79.8
"Mayes, Sam",681,2018,6,8.50,4.00,7.67,0.00,0.17,0.00,1.50,0.33,0.50,57.8
"Mayes, Sam",681,2020,6,10.00,4.00,6.40,0.20,0.40,0.00,3.40,1.00,0.60,69.2
"Mayes, Sam",681,2021,11,3.18,1.55,3.18,0.45,0.27,0.00,1.82,0.18,0.18,30.5
"Maynard, Brayden",682,2015,9,8.44,2.78,5.33,0.22,0.00,0.00,3.33,1.00,0.78,57.7
"Maynard, Brayden",682,2016,20,10.75,4.45,4.75,0.20,0.35,0.00,3.55,0.65,1.10,68.2
"Maynard, Brayden",682,2017,22,11.64,4.14,5.73,0.27,0.18,0.00,3.27,0.73,0.73,72.2
"Maynard, Brayden",682,2018,22,11.23,3.14,6.91,0.09,0.18,0.00,4.05,0.77,0.73,72.4
"Maynard, Brayden",682,2019,24,12.92,4.33,6.00,0.04,0.13,0.00,3.83,1.00,1.00,77.5
"Maynard, Brayden",682,2020,19,16.04,4.93,6.00,0.00,0.06,0.00,2.97,1.07,1.14,84.5
"Maynard, Brayden",682,2021,22,15.23,5.50,5.73,0.05,0.00,0.00,2.59,0.73,1.18,81.5
"Maynard, Corey",683,2017,1,5.00,0.00,13.00,1.00,0.00,0.00,7.00,3.00,0.00,78.0
"Maynard, Corey",683,2018,1,5.00,0.00,10.00,0.00,0.00,0.00,7.00,2.00,1.00,62.0
"Mayne, Chris",684,2015,22,6.18,4.86,7.45,1.27,0.77,0.09,5.55,1.09,0.50,78.3
"Mayne, Chris",684,2016,22,6.45,4.95,8.32,0.82,0.77,0.18,5.41,0.91,0.68,77.2
"Mayne, Chris",684,2017,3,6.33,3.00,5.67,0.67,0.67,0.00,4.67,1.33,0.33,63.0
"Mayne, Chris",684,2018,21,8.19,5.14,8.95,0.24,0.52,0.00,4.00,0.95,0.38,75.7
"Mayne, Chris",684,2019,21,10.43,5.52,8.71,0.19,0.10,0.00,2.67,0.71,0.43,76.6
"Mayne, Chris",684,2020,14,7.63,4.29,9.94,0.00,0.17,0.00,3.26,0.69,0.69,67.5
"Mayne, Chris",684,2021,17,13.24,7.53,10.53,0.00,0.00,0.00,2.59,0.71,0.53,92.8
"McAdam, Shane",685,2020,13,7.29,4.34,3.97,1.11,1.11,0.00,3.51,1.02,0.83,63.1
"McAdam, Shane",685,2021,15,5.27,3.73,3.20,1.67,0.73,0.00,2.27,0.93,1.40,49.9
"McAsey, Fischer",686,2020,10,4.20,2.52,3.48,0.00,0.24,0.00,1.44,0.48,0.24,32.9
"McBean, Liam",687,2015,2,4.50,2.50,3.50,0.00,0.50,0.00,1.00,0.50,0.50,31.5
"McBean, Liam",687,2016,3,5.00,4.00,3.33,0.33,1.00,0.33,2.00,0.33,0.33,44.3
"McCarthy, Cam",688,2015,20,6.60,3.65,2.40,1.75,0.70,0.00,1.20,0.55,0.70,50.0
"McCarthy, Cam",688,2017,19,7.89,3.42,3.42,1.32,1.00,0.00,2.37,0.68,0.63,57.9
"McCarthy, Cam",688,2018,17,6.29,3.82,3.65,1.12,1.00,0.00,1.76,0.53,1.29,49.1
"McCarthy, Cam",688,2019,12,7.83,4.08,3.50,1.58,0.58,0.00,1.25,0.75,0.75,56.3
"McCarthy, Cam",688,2020,1,9.60,3.60,3.60,0.00,1.20,0.00,1.20,1.20,0.00,54.0
"McCarthy, Lincoln",689,2016,19,6.42,2.58,4.58,1.00,0.37,0.00,2.58,0.89,0.89,51.1
"McCarthy, Lincoln",689,2017,3,8.00,2.00,5.33,1.33,0.33,0.00,2.67,0.67,1.67,55.3
"McCarthy, Lincoln",689,2019,24,7.46,2.92,5.63,0.83,0.54,0.00,3.92,0.58,1.33,60.2
