Player,ID,Season,GM,KI_Ave,MK_Ave,HB_Ave,GL_Ave,BH_Ave,HO_Ave,TK_Ave,FF_Ave,FA_Ave,FantasyAve
"Bellchambers, Tom",66,2017,14,6.14,3.93,4.64,0.64,0.29,32.86,2.71,1.36,2.07,82.5
"Bellchambers, Tom",66,2018,20,6.90,3.70,4.55,0.40,0.40,32.80,1.45,1.10,1.30,79.5
"Bellchambers, Tom",66,2019,16,6.56,3.25,4.69,0.38,0.25,25.44,1.88,1.75,1.69,70.9
"Bellchambers, Tom",66,2020,7,5.14,1.71,1.89,0.17,0.00,23.83,1.71,1.54,1.20,54.0
"Bennell, Harley",67,2015,15,15.00,3.67,8.53,0.73,1.00,0.47,3.67,0.80,0.80,92.0
"Bennell, Harley",67,2017,2,7.00,2.50,2.50,1.50,0.50,0.00,1.50,0.50,1.00,46.5
"Bennell, Harley",67,2020,5,6.24,1.68,6.72,0.72,0.48,0.00,1.20,0.24,0.48,45.6
"Bennell, Jamie",68,2015,9,6.22,2.78,4.33,0.00,0.00,0.00,1.67,0.44,0.44,41.4
"Bennell, Jamie",68,2016,2,7.00,3.00,4.00,1.00,0.50,0.00,3.00,0.50,0.50,55.5
"Bergman, Miles",69,2021,23,8.65,4.39,5.48,0.30,0.30,0.00,1.83,0.70,0.22,59.6
"Berry, Jarrod",70,2017,16,5.75,3.50,7.94,0.44,0.19,0.00,3.81,1.25,0.94,60.1
"Berry, Jarrod",70,2018,21,8.33,3.95,10.14,0.57,0.24,0.00,4.76,0.95,1.19,77.2
"Berry, Jarrod",70,2019,20,10.55,4.45,9.05,0.40,0.50,0.00,3.80,1.85,0.85,80.5
"Berry, Jarrod",70,2020,17,10.94,4.94,8.19,0.49,0.71,0.00,4.52,1.41,1.48,82.7
"Berry, Jarrod",70,2021,11,6.82,2.18,5.73,0.45,0.18,0.00,3.09,1.27,1.36,50.9
"Berry, Sam",71,2021,17,3.53,1.59,5.53,0.29,0.53,0.00,4.06,0.71,1.00,42.6
"Berry, Tom",72,2020,6,3.20,2.00,5.00,0.00,0.40,0.00,2.40,0.40,0.80,33.6
"Berry, Tom",72,2021,11,1.27,0.55,2.09,0.18,0.09,0.00,1.82,0.18,0.45,16.9
"Betts, Eddie",73,2015,23,9.26,3.65,4.30,2.74,1.09,0.00,2.83,0.74,0.78,74.6
"Betts, Eddie",73,2016,24,9.63,3.29,3.71,3.13,1.29,0.00,3.54,1.21,0.71,79.5
"Betts, Eddie",73,2017,24,8.75,3.25,4.50,2.29,1.42,0.00,3.33,0.79,1.17,70.8
"Betts, Eddie",73,2018,18,7.94,2.39,5.33,1.61,1.11,0.00,2.78,0.67,0.67,62.2
"Betts, Eddie",73,2019,21,7.38,2.33,4.57,1.76,1.00,0.00,2.48,0.62,0.57,58.7
"Betts, Eddie",73,2020,15,7.12,1.92,3.52,1.04,1.04,0.00,3.28,0.64,0.64,53.3
"Betts, Eddie",73,2021,19,6.37,2.21,3.11,1.42,0.84,0.00,1.63,0.42,0.74,46.1
"Bewick, Rohan",74,2015,15,7.60,4.33,5.93,0.67,0.47,0.00,3.00,0.40,0.60,62.7
"Bewick, Rohan",74,2016,14,10.07,3.93,4.86,0.50,0.50,0.14,3.29,0.50,0.64,67.1
"Bewick, Rohan",74,2017,8,8.00,4.38,6.63,0.75,0.63,0.00,2.25,0.63,0.88,62.5
"Bewick, Rohan",74,2018,3,12.33,4.67,6.00,0.33,1.00,0.00,2.00,0.67,0.67,72.7
"Bewley, Brett",75,2019,7,8.57,3.14,5.14,0.14,0.43,0.00,2.43,0.29,0.71,54.6
"Bewley, Brett",75,2020,12,10.00,4.00,7.40,0.50,0.00,0.00,2.10,0.60,0.10,68.5
"Bewley, Brett",75,2021,6,7.17,2.67,5.33,0.33,0.00,0.00,2.00,0.83,0.50,49.5
"Bews, Jed",76,2015,16,4.38,2.19,5.31,0.06,0.13,0.00,3.13,0.56,0.56,42.2
"Bews, Jed",76,2016,8,6.38,4.38,6.00,0.00,0.25,0.00,2.63,0.13,0.88,52.5
"Bews, Jed",76,2017,19,6.74,3.37,5.68,0.16,0.11,0.00,3.05,0.37,0.84,52.8
"Bews, Jed",76,2018,21,5.90,3.43,5.05,0.10,0.10,0.00,1.76,0.43,0.86,43.7
"Bews, Jed",76,2019,12,7.83,2.75,2.92,0.25,0.25,0.00,2.50,0.67,0.50,48.5
"Bews, Jed",76,2020,20,8.76,3.90,4.32,0.18,0.12,0.00,2.10,0.72,0.60,55.1
"Bews, Jed",76,2021,25,8.76,4.64,5.00,0.12,0.08,0.00,2.00,0.68,0.60,57.9
"Bianco, Trent",77,2021,12,8.33,4.42,3.92,0.58,0.42,0.00,1.75,0.42,0.33,56.4
"Biggs, Shane",78,2015,10,14.10,3.40,5.60,0.30,0.00,0.00,2.10,0.40,0.40,73.1
"Biggs, Shane",78,2016,26,12.85,4.46,8.15,0.15,0.08,0.00,2.08,0.35,0.46,76.5
"Biggs, Shane",78,2017,16,13.56,4.88,7.38,0.00,0.00,0.00,1.88,0.50,0.38,76.9
"Biggs, Shane",78,2018,5,9.40,3.60,3.60,0.20,0.20,0.00,2.80,0.40,0.60,57.4
"Billings, Jack",79,2015,9,11.11,4.44,9.22,0.78,0.67,0.00,3.11,1.22,0.00,84.1
"Billings, Jack",79,2016,17,10.65,4.24,9.53,0.35,0.71,0.18,3.29,0.88,0.47,79.4
"Billings, Jack",79,2017,22,11.55,5.55,11.55,1.05,1.64,0.00,3.14,0.73,0.32,94.6
"Billings, Jack",79,2018,21,10.90,4.81,10.95,0.67,0.90,0.00,2.81,0.86,0.29,85.2
"Billings, Jack",79,2019,22,14.36,6.00,11.36,0.59,0.45,0.00,2.95,0.50,0.55,98.5
"Billings, Jack",79,2020,19,12.95,4.93,9.28,0.69,0.38,0.00,2.97,0.82,0.38,88.3
"Billings, Jack",79,2021,18,12.11,6.28,7.94,0.78,0.78,0.00,1.94,0.78,0.56,83.4
"Birchall, Grant",80,2015,22,14.50,5.55,8.32,0.18,0.14,0.00,1.64,0.41,0.68,82.9
"Birchall, Grant",80,2016,24,13.25,6.13,9.67,0.08,0.08,0.04,1.21,0.33,0.50,81.8
"Birchall, Grant",80,2017,5,11.80,5.20,7.20,0.00,0.00,0.00,1.20,0.40,0.60,68.8
"Birchall, Grant",80,2019,3,11.67,5.33,9.00,0.33,0.33,0.00,0.67,0.00,0.33,73.0
"Birchall, Grant",80,2020,16,11.25,5.18,3.98,0.00,0.00,0.00,1.20,0.45,0.30,61.6
"Birchall, Grant",80,2021,23,13.35,6.91,5.13,0.09,0.00,0.00,1.00,0.13,0.39,74.5
"Bird, Craig",81,2015,6,8.33,2.83,8.17,0.50,0.17,0.00,3.50,0.83,0.67,65.8
"Bird, Craig",81,2016,18,7.78,2.44,12.83,0.17,0.17,0.00,6.44,0.89,0.61,82.3
"Bird, Craig",81,2017,2,9.50,2.00,11.00,0.00,0.00,0.00,4.00,0.50,0.00,73.0
"Black, Aaron",82,2015,3,4.67,2.33,4.00,0.33,0.33,0.67,1.33,0.33,0.67,35.7
"Black, Aaron",82,2017,4,8.75,5.25,7.00,1.25,0.50,0.00,2.75,0.25,0.50,73.8
"Black, Aaron",82,2018,3,7.67,5.67,5.67,0.00,0.00,0.00,3.00,0.33,0.33,62.7
"Blair, Jarryd",83,2015,20,7.00,2.85,8.50,0.95,0.45,0.00,4.15,1.40,0.75,68.5
"Blair, Jarryd",83,2016,21,6.76,2.81,9.00,0.71,0.33,0.00,5.00,1.38,1.05,69.6
"Blair, Jarryd",83,2017,12,4.17,1.75,7.83,0.92,0.58,0.00,4.08,0.83,1.17,53.2
"Blair, Jarryd",83,2018,2,8.00,3.50,10.00,0.00,0.00,0.00,4.00,2.00,1.00,69.5
"Blakely, Connor",84,2015,1,3.00,1.00,9.00,0.00,0.00,1.00,1.00,2.00,1.00,34.0
"Blakely, Connor",84,2016,15,8.60,2.67,11.67,0.07,0.40,3.00,3.73,1.07,0.60,75.1
"Blakely, Connor",84,2017,17,12.35,5.18,11.53,0.06,0.24,0.00,3.94,1.18,0.47,91.8
"Blakely, Connor",84,2018,13,13.23,7.08,10.54,0.00,0.08,0.00,2.54,0.85,0.54,91.5
"Blakely, Connor",84,2019,14,11.14,5.14,8.64,0.00,0.00,0.00,2.29,1.00,0.50,74.8
"Blakely, Connor",84,2020,5,6.24,2.88,11.76,0.00,0.00,0.00,2.88,1.20,0.72,61.4
"Blakely, Connor",84,2021,13,3.85,2.31,5.08,0.08,0.15,0.00,0.85,0.62,0.38,32.1
"Blakey, Nick",85,2019,21,7.29,2.38,3.24,0.90,0.67,0.00,2.29,1.48,0.90,49.5
"Blakey, Nick",85,2020,16,9.45,2.70,2.70,0.60,0.98,0.00,2.70,1.13,0.60,56.6
"Blakey, Nick",85,2021,17,8.12,3.82,4.41,0.18,0.35,0.71,1.65,0.41,0.35,52.7
"Blease, Sam",86,2015,1,4.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,24.0
"Blicavs, Mark",87,2015,21,7.43,4.57,10.76,0.19,0.29,16.33,6.00,1.24,1.05,97.4
"Blicavs, Mark",87,2016,24,7.08,4.17,10.71,0.29,0.29,8.13,5.79,0.92,1.17,85.9
"Blicavs, Mark",87,2017,20,7.40,4.10,8.80,0.60,0.25,6.05,5.10,0.70,1.40,78.9
"Blicavs, Mark",87,2018,23,6.65,3.96,7.91,0.04,0.13,3.43,3.30,1.04,1.04,62.6
"Blicavs, Mark",87,2019,25,7.28,4.96,6.16,0.00,0.12,3.64,3.60,0.92,0.56,66.4
"Blicavs, Mark",87,2020,21,7.54,4.00,7.49,0.17,0.06,10.34,3.37,1.26,1.26,72.0
"Blicavs, Mark",87,2021,24,6.83,3.92,6.92,0.21,0.00,11.79,2.79,1.33,0.96,68.8
"Boak, Travis",88,2015,22,11.45,3.18,14.09,0.59,0.64,0.36,5.45,1.23,1.18,96.1
"Boak, Travis",88,2016,22,11.45,3.09,12.45,0.77,0.45,0.05,4.68,0.82,1.18,89.7
"Boak, Travis",88,2017,22,10.32,4.77,12.18,0.86,0.59,0.00,4.50,0.41,0.73,91.6
"Boak, Travis",88,2018,22,10.82,3.91,11.05,0.86,0.59,0.00,4.27,0.86,0.91,87.3
"Boak, Travis",88,2019,21,14.57,3.33,15.76,0.48,0.62,0.05,4.86,1.19,1.24,105.7
"Boak, Travis",88,2020,19,13.71,3.22,13.83,0.51,0.51,0.00,4.55,0.82,0.44,99.7
"Boak, Travis",88,2021,23,13.26,2.91,14.57,0.35,0.78,0.00,4.78,1.61,1.09,98.0
"Boekhorst, Blaine",89,2015,11,6.91,2.18,5.64,0.45,0.82,0.00,2.36,1.00,0.91,49.8
"Boekhorst, Blaine",89,2016,7,7.57,3.86,5.86,0.43,0.43,0.00,2.00,0.29,0.57,55.6
"Boekhorst, Blaine",89,2017,7,11.00,4.43,5.57,1.00,0.14,0.00,3.00,0.43,0.71,73.9
"Bolton, Shai",90,2017,6,4.33,2.00,4.17,0.50,0.67,0.00,2.50,0.33,0.83,38.8
"Bolton, Shai",90,2018,3,3.67,2.00,4.67,0.33,0.33,0.33,1.33,0.33,1.33,30.7
"Bolton, Shai",90,2019,19,7.53,3.05,6.47,0.79,0.63,0.00,3.42,0.47,1.16,60.7
"Bolton, Shai",90,2020,19,11.43,3.66,7.58,0.95,0.69,0.00,3.41,0.69,1.39,77.0
"Bolton, Shai",90,2021,20,10.40,4.10,9.25,1.15,1.00,0.00,2.75,0.65,1.30,77.7
"Bonar, Aiden",91,2018,4,4.75,3.00,5.75,1.25,0.50,0.00,4.50,1.25,1.00,59.0
"Bonar, Aiden",91,2019,2,5.50,2.50,4.00,0.00,0.00,0.00,2.50,0.00,0.00,42.0
"Bonar, Aiden",91,2020,6,4.80,2.00,5.80,0.00,0.00,0.00,2.20,0.80,0.60,39.8
"Bonar, Aiden",91,2021,10,7.20,3.60,3.50,0.00,0.00,0.00,1.60,0.40,0.80,43.8
"Bonner, Riley",92,2016,1,17.00,4.00,5.00,0.00,0.00,0.00,2.00,1.00,1.00,79.0
"Bonner, Riley",92,2017,3,10.67,5.00,7.33,0.00,0.00,0.00,2.33,0.67,0.00,71.7
"Bonner, Riley",92,2018,19,11.53,4.42,5.68,0.16,0.05,0.00,1.26,0.47,1.79,60.4
"Bonner, Riley",92,2019,19,13.00,4.32,4.89,0.26,0.26,0.00,1.42,0.26,0.95,66.7
"Bonner, Riley",92,2020,9,12.93,4.40,3.33,0.00,0.00,0.00,0.93,0.13,1.07,59.3
"Bonner, Riley",92,2021,14,14.71,4.79,5.21,0.14,0.07,0.00,1.14,0.36,0.64,72.9
"Bontempelli, Marcus",93,2015,21,12.43,3.29,8.71,0.81,0.48,2.38,5.52,0.90,0.81,92.9
"Bontempelli, Marcus",93,2016,26,11.58,3.81,12.77,1.00,0.65,2.54,4.73,1.46,0.96,98.4
"Bontempelli, Marcus",93,2017,22,12.95,4.00,10.00,0.91,1.32,0.14,6.27,1.45,1.36,100.2
"Bontempelli, Marcus",93,2018,19,13.58,3.32,10.47,1.16,0.84,0.21,3.74,1.58,1.32,92.2
"Bontempelli, Marcus",93,2019,23,15.09,4.09,11.26,0.65,1.17,0.30,5.04,1.61,1.35,103.2
"Bontempelli, Marcus",93,2020,18,14.07,3.93,10.93,0.73,0.47,0.07,5.87,1.00,1.53,100.7
"Bontempelli, Marcus",93,2021,26,15.23,4.00,11.50,1.19,0.73,0.31,4.88,1.58,1.42,105.7
"Bosenavulagi, Atu",94,2020,3,3.60,2.40,4.80,0.00,0.00,0.00,2.00,0.80,1.20,32.8
"Bosenavulagi, Atu",94,2021,8,5.75,3.50,4.38,0.13,0.00,0.00,1.63,0.50,0.63,42.4
"Boston, Andrew",95,2015,8,9.38,2.88,2.75,0.38,0.63,0.00,2.38,1.38,0.75,53.8
"Bourke, Jordon",96,2015,5,6.20,4.00,3.80,0.40,0.00,1.40,1.40,0.20,1.00,44.8
"Bowes, Jack",97,2017,11,6.91,2.91,5.55,0.18,0.18,0.00,2.27,0.91,0.64,49.9
"Bowes, Jack",97,2018,16,10.88,4.19,5.31,0.25,0.31,0.00,2.31,0.94,1.31,63.9
"Bowes, Jack",97,2019,15,9.27,3.53,9.13,0.40,0.20,0.00,3.67,0.67,1.00,71.6
"Bowes, Jack",97,2020,17,13.76,4.87,6.71,0.07,0.00,0.00,2.12,0.35,0.71,76.4
"Bowes, Jack",97,2021,19,16.16,5.11,5.11,0.05,0.11,0.00,2.00,0.53,0.79,80.6
"Bowey, Jake",98,2021,7,8.71,3.29,8.29,0.00,0.00,0.00,0.71,0.14,1.00,52.6
"Boyd, Matthew",99,2015,19,16.89,7.79,10.26,0.05,0.32,0.16,2.11,0.79,0.53,103.0
"Boyd, Matthew",99,2016,24,16.96,6.71,10.25,0.00,0.04,0.00,2.04,0.71,0.58,98.7
"Boyd, Matthew",99,2017,10,13.30,5.70,9.70,0.30,0.20,0.00,1.60,0.90,0.50,84.2
"Boyd, Tom",100,2015,14,5.29,3.36,2.93,1.14,0.43,2.93,2.36,0.93,0.57,50.6
"Boyd, Tom",100,2016,15,5.47,3.27,6.53,0.87,0.80,8.47,2.60,1.60,0.87,63.1
"Boyd, Tom",100,2017,11,4.45,2.36,6.91,0.64,0.27,20.00,2.27,0.91,1.45,64.0
"Boyd, Tom",100,2018,12,5.33,2.25,5.75,0.50,0.33,17.00,2.42,1.58,0.83,63.3
"Bramble, Lachlan",101,2021,10,11.90,4.40,6.40,0.10,0.30,0.00,2.00,0.70,0.30,70.4
"Brand, Kaiden",102,2016,11,7.82,4.27,5.09,0.00,0.00,0.00,1.27,0.36,0.55,50.3
"Brand, Kaiden",102,2017,17,9.47,6.12,6.53,0.00,0.00,0.00,1.12,0.76,0.65,63.1
"Brand, Kaiden",102,2018,10,7.60,4.70,4.70,0.00,0.00,0.00,1.40,0.60,0.90,49.8
"Brand, Kaiden",102,2019,5,6.80,4.00,4.40,0.00,0.00,0.00,1.20,0.20,0.80,43.8
"Brand, Kaiden",102,2020,2,6.00,4.20,4.80,0.00,0.00,0.00,1.80,1.20,0.00,48.6
"Brand, Kaiden",102,2021,3,7.33,3.33,5.33,0.00,0.00,0.00,2.00,1.33,0.67,50.0
"Brander, Jarrod",103,2018,1,5.00,3.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,30.0
"Brander, Jarrod",103,2019,2,7.00,4.00,2.00,0.00,1.00,0.00,0.50,0.00,0.50,38.5
"Brander, Jarrod",103,2020,8,10.05,5.40,3.30,0.00,0.15,0.00,1.80,0.45,0.30,59.9
"Brander, Jarrod",103,2021,11,9.82,4.82,5.45,0.45,0.55,0.00,1.00,0.45,0.27,61.7
"Brayshaw, Andrew",104,2018,17,7.47,2.88,8.47,0.29,0.29,0.00,4.41,0.82,0.59,66.8
"Brayshaw, Andrew",104,2019,22,7.59,2.09,9.32,0.32,0.32,0.00,5.14,0.73,0.55,69.5
"Brayshaw, Andrew",104,2020,17,10.38,3.46,13.48,0.00,0.21,0.00,5.86,1.27,0.56,91.7
"Brayshaw, Andrew",104,2021,20,13.25,5.05,15.15,0.40,0.25,0.00,4.65,1.25,1.15,104.3
"Brayshaw, Angus",105,2015,21,8.10,2.57,4.62,0.24,0.14,0.00,4.71,1.14,0.38,61.7
"Brayshaw, Angus",105,2016,10,8.30,3.00,9.30,0.70,0.20,0.00,4.20,0.50,1.40,70.0
"Brayshaw, Angus",105,2017,5,10.60,5.60,8.40,0.40,0.20,0.00,2.40,0.20,0.20,77.2
"Brayshaw, Angus",105,2018,22,14.64,4.91,11.45,0.64,0.45,0.00,4.50,1.32,1.00,102.1
"Brayshaw, Angus",105,2019,22,12.64,3.95,9.50,0.41,0.32,0.00,4.36,1.05,0.73,87.9
"Brayshaw, Angus",105,2020,14,9.94,3.43,10.03,0.43,0.51,0.00,3.51,0.34,0.60,75.9
"Brayshaw, Angus",105,2021,25,10.96,4.20,7.44,0.12,0.28,0.00,2.44,0.48,0.76,69.3
"Brayshaw, Hamish",106,2020,1,3.60,1.20,2.40,0.00,1.20,0.00,1.20,1.20,0.00,26.4
"Breust, Luke",107,2015,25,7.84,3.76,6.84,2.08,0.76,0.32,3.84,1.12,1.16,75.0
"Breust, Luke",107,2016,24,8.96,3.54,6.75,1.96,1.13,0.17,3.92,1.00,0.92,78.0
"Breust, Luke",107,2017,21,8.38,3.29,5.95,1.57,0.81,0.00,4.05,1.00,1.05,71.2
"Breust, Luke",107,2018,24,9.21,4.13,6.54,2.25,1.00,0.00,4.13,1.25,1.04,82.2
"Breust, Luke",107,2019,22,7.50,2.77,6.23,1.55,0.77,0.00,3.86,1.32,0.64,68.2
"Breust, Luke",107,2020,13,7.11,2.22,5.91,1.48,0.55,0.00,4.71,1.29,1.20,65.7
"Breust, Luke",107,2021,19,6.37,2.47,6.16,1.74,0.58,0.00,3.26,0.63,0.68,61.5
"Briggs, Kieren",108,2021,5,4.60,1.80,5.20,0.40,0.00,17.00,4.40,1.60,1.20,64.6
"Broad, Nathan",109,2016,2,7.50,3.50,5.50,0.00,0.00,0.00,1.50,1.00,1.00,48.0
"Broad, Nathan",109,2017,10,9.30,4.10,4.70,0.00,0.00,0.00,2.50,0.60,0.80,57.8
"Broad, Nathan",109,2018,18,6.50,3.06,4.06,0.00,0.00,0.11,2.22,0.44,0.78,43.9
"Broad, Nathan",109,2019,24,6.88,3.58,4.42,0.04,0.00,0.13,1.83,0.71,0.54,47.0
"Broad, Nathan",109,2020,16,9.60,4.88,3.53,0.00,0.00,0.08,2.10,0.45,0.53,57.8
"Broad, Nathan",109,2021,14,11.36,6.36,5.00,0.00,0.00,0.00,1.21,0.50,0.36,67.4
"Broadbent, Matthew",110,2015,21,14.24,5.33,6.05,0.05,0.19,0.10,2.29,0.33,0.57,79.1
"Broadbent, Matthew",110,2016,21,12.05,4.57,7.67,0.38,0.43,0.00,3.05,0.76,0.62,79.0
"Broadbent, Matthew",110,2017,15,11.07,4.47,7.60,0.20,0.00,0.00,2.07,0.33,0.87,69.0
"Broadbent, Matthew",110,2019,10,14.50,5.80,5.40,0.00,0.00,0.00,0.80,0.60,0.30,74.6
"Brockman, Tyler",111,2021,11,4.73,2.45,4.18,0.91,0.36,0.00,2.09,0.18,0.55,42.6
"Brodie, Will",112,2017,3,6.67,2.33,7.00,0.00,0.33,0.00,6.00,0.67,0.67,64.0
"Brodie, Will",112,2018,8,7.75,2.25,11.13,0.13,0.13,0.00,4.25,0.50,0.75,68.4
"Brodie, Will",112,2019,8,9.63,4.25,12.13,0.25,0.13,0.00,5.50,0.75,0.75,88.0
"Brodie, Will",112,2020,1,4.80,3.60,12.00,0.00,0.00,0.00,1.20,0.00,0.00,54.0
"Brodie, Will",112,2021,5,5.00,1.40,7.80,0.00,0.20,0.00,1.60,0.60,0.60,40.2
"Brooksby, Keegan",113,2015,3,4.33,3.33,3.00,1.00,0.33,10.00,3.67,1.00,0.67,59.0
"Brooksby, Keegan",113,2016,8,6.38,3.00,6.13,0.00,0.00,8.75,3.25,0.75,1.00,59.9
"Brooksby, Keegan",113,2017,3,6.00,4.00,9.33,0.00,0.00,12.00,3.33,1.33,1.67,70.3
"Brooksby, Keegan",113,2020,1,4.80,0.00,1.20,0.00,0.00,12.00,2.40,3.60,2.40,34.8
"Broomhead, Tim",114,2015,11,7.36,1.45,7.18,0.64,0.45,0.00,3.55,0.36,0.55,58.0
"Broomhead, Tim",114,2016,2,2.50,1.50,5.50,1.50,0.00,0.00,1.50,0.50,0.50,37.0
"Broomhead, Tim",114,2017,14,7.14,3.36,9.21,0.57,0.79,0.00,2.50,0.71,0.29,64.0
"Broomhead, Tim",114,2020,1,2.40,0.00,6.00,0.00,0.00,0.00,2.40,1.20,1.20,26.4
"Broughton, Greg",115,2015,5,3.20,1.80,6.60,0.00,0.00,0.00,2.00,0.20,0.60,34.6
"Brown, Ben",116,2015,22,6.91,4.50,3.27,1.45,0.77,2.86,0.95,0.95,0.32,57.0
"Brown, Ben",116,2016,22,7.91,5.23,2.95,1.86,0.82,2.36,1.27,1.27,0.64,64.1
"Brown, Ben",116,2017,22,8.18,5.45,3.45,2.86,1.36,1.59,1.23,1.36,0.64,72.3
"Brown, Ben",116,2018,22,8.45,4.55,2.73,2.77,1.09,1.32,1.09,2.18,0.68,68.0
"Brown, Ben",116,2019,22,8.50,4.91,2.59,2.91,1.55,2.64,1.14,2.00,0.55,72.0
"Brown, Ben",116,2020,9,6.53,4.13,1.73,1.07,1.07,0.53,0.80,0.80,0.40,46.3
"Brown, Ben",116,2021,13,7.85,5.31,1.85,1.92,1.00,1.00,1.54,0.85,0.46,62.3
"Brown, Callum",117,2017,5,3.60,2.20,10.00,0.20,0.20,0.00,2.20,0.60,0.20,47.6
"Brown, Callum",117,2018,8,6.13,1.63,9.50,0.13,0.13,0.00,4.75,0.75,0.88,60.3
"Brown, Callum",117,2019,22,7.27,2.64,7.36,0.50,0.59,0.00,4.05,1.00,0.68,63.2
"Brown, Callum",117,2020,14,5.91,2.06,9.34,0.51,0.17,0.00,2.49,0.94,0.60,54.9
"Brown, Callum",117,2021,15,4.40,2.73,7.13,0.20,0.40,0.00,2.93,0.53,0.33,48.5
"Brown, Callum",117,2021,2,2.00,1.00,1.00,0.00,0.00,0.00,0.50,0.00,0.50,11.5
"Brown, Luke",118,2015,23,8.04,3.26,4.43,0.04,0.04,0.00,1.78,0.57,0.35,49.7
"Brown, Luke",118,2016,22,10.55,4.09,6.05,0.23,0.09,0.00,2.86,0.59,0.36,68.4
"Brown, Luke",118,2017,24,9.21,3.79,5.50,0.13,0.00,0.00,1.92,0.71,0.50,57.6
"Brown, Luke",118,2018,20,10.70,4.15,4.40,0.05,0.10,0.00,2.15,0.75,0.40,61.9
"Brown, Luke",118,2019,15,10.20,3.80,4.93,0.07,0.13,0.00,1.60,0.67,0.33,58.5
"Brown, Luke",118,2020,17,9.95,3.25,3.95,0.00,0.07,0.00,2.47,0.92,0.64,56.5
"Brown, Luke",118,2021,11,9.00,3.55,3.91,0.00,0.00,0.00,2.36,0.73,0.18,55.1
"Brown, Mitch",119,2016,21,9.43,6.19,4.90,0.95,0.81,0.05,1.76,0.86,0.52,69.6
"Brown, Mitch",119,2016,4,3.25,1.50,5.00,0.25,0.25,3.00,3.50,1.00,0.50,42.5
"Brown, Mitch",119,2017,4,10.00,5.00,7.25,0.00,0.00,0.00,1.25,0.00,0.25,63.8
"Brown, Mitch",119,2018,14,8.86,6.57,4.57,1.29,0.50,0.07,1.57,0.93,1.21,67.3
"Brown, Mitch",119,2019,16,9.13,6.00,4.63,1.31,0.81,0.19,1.00,0.75,1.00,65.3
"Brown, Mitch",119,2021,1,8.00,6.00,2.00,2.00,2.00,0.00,3.00,1.00,1.00,70.0
"Brown, Nathan",120,2015,21,5.10,3.14,5.62,0.00,0.00,0.14,2.19,0.48,0.76,43.0
"Brown, Nathan",120,2016,16,5.25,4.06,5.69,0.00,0.00,0.00,1.75,0.31,0.63,44.8
"Brown, Nathan",120,2017,22,1.95,1.27,5.05,0.00,0.00,0.00,1.50,0.50,1.05,23.1
"Brown, Nathan",120,2018,15,2.73,2.13,4.67,0.00,0.00,0.00,1.80,0.33,0.80,29.1
"Brown, Nathan",120,2019,16,4.00,2.63,4.13,0.00,0.00,0.13,1.63,0.75,0.56,33.8
"Brown, Tyler",121,2020,9,6.00,1.87,8.13,0.27,0.00,0.00,1.73,0.13,0.40,47.3
"Brown, Tyler",121,2021,7,5.00,2.00,8.57,0.00,0.00,0.00,1.57,0.14,0.57,42.9
"Browne, Alex",122,2015,3,5.00,3.00,4.00,0.33,0.00,0.33,1.33,0.33,0.33,39.0
"Bruce, Josh",123,2015,22,7.50,5.00,3.41,2.27,1.09,1.18,2.55,0.77,1.09,67.9
"Bruce, Josh",123,2016,22,5.77,4.55,4.82,1.73,1.00,1.23,2.68,0.73,1.32,60.7
"Bruce, Josh",123,2017,20,7.15,5.20,4.70,1.80,1.35,1.40,2.05,1.35,1.15,66.1
"Bruce, Josh",123,2018,3,4.33,4.00,7.33,1.33,0.00,2.33,2.33,1.67,0.67,59.0
"Bruce, Josh",123,2019,22,6.86,4.36,4.95,1.64,0.91,1.50,1.82,1.14,1.86,58.6
"Bruce, Josh",123,2020,17,3.88,3.32,5.72,0.99,0.56,1.34,1.98,0.71,1.06,46.3
"Bruce, Josh",123,2021,20,6.90,5.00,4.15,2.40,1.05,1.40,1.30,0.65,1.30,62.8
"Bruhn, Tanner",124,2021,13,4.31,1.23,3.46,0.31,0.31,0.00,2.54,0.62,0.38,35.3
"Bryan, Nick",125,2021,1,5.00,3.00,7.00,0.00,0.00,18.00,3.00,1.00,1.00,66.0
"Buckley, Dylan",126,2015,18,8.44,3.61,5.89,0.28,0.28,0.00,2.11,0.44,0.61,56.9
"Buckley, Dylan",126,2016,11,7.36,3.09,5.55,0.82,0.73,0.00,2.91,0.55,0.82,57.8
"Buckley, Dylan",126,2017,1,5.00,0.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,26.0
"Buckley, Dylan",126,2018,2,4.50,2.00,3.00,1.00,0.00,0.00,2.00,0.50,2.00,34.0
"Buckley, Jack",127,2020,2,6.60,4.20,4.80,0.00,0.00,0.00,3.00,1.20,0.00,55.2
"Buckley, Jack",127,2021,15,7.47,4.53,3.80,0.00,0.13,0.07,2.27,0.47,1.13,49.9
"Budarick, Connor",128,2020,15,7.36,2.80,3.68,0.08,0.00,0.00,2.00,0.72,0.72,44.9
"Budarick, Connor",128,2021,2,9.50,5.50,4.50,0.00,0.00,0.00,2.00,0.50,1.50,58.0
"Bugg, Tomas",129,2015,16,7.19,2.88,8.81,0.19,0.25,0.00,2.69,1.06,0.69,58.9
