Player,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve
"McEvoy, Ben",2020,16,69,51,72,4,1,161,31,10,8,82.3,62.5
"Burgoyne, Shaun",2020,13,77,26,62,11,2,0,32,3,13,78.2,57
"Ceglar, Jonathon",2020,13,55,29,82,1,0,274,32,14,19,73.8,75.1
"Frawley, James",2020,14,77,41,45,0,0,0,10,6,14,87.9,40
"Stratton, Ben",2020,14,66,41,55,1,0,0,17,7,13,91.6,42.2
"Cousins, James",2020,6,60,20,57,1,3,0,16,5,7,77.7,85.6
"OBrien, Tim",2020,16,82,47,34,12,3,34,28,13,12,82,51
"Henderson, Ricky",2020,7,55,37,50,0,0,0,11,3,1,77.1,75
"Hanrahan, Oliver",2020,7,44,10,31,3,4,0,7,5,4,71.4,47.7
"Puopolo, Paul",2020,6,27,7,27,4,1,0,15,6,2,72.5,50.2
"Howe, Daniel",2020,5,36,16,17,2,0,0,5,3,1,80.2,55.5
"Greaves, Damon",2020,3,35,17,17,0,0,0,5,1,0,82.3,87.9
"Jiath, Changkuoth",2020,5,27,13,21,0,0,0,8,1,5,75,45
"Impey, Jarman",2020,5,22,13,24,2,3,0,9,1,5,75.4,47.5
"Lewis, Mitch",2020,8,28,15,18,5,5,15,5,3,5,75.1,34.8
"Glass, Conor",2020,4,26,13,16,1,0,0,10,0,1,76,60
"Moore, Dylan",2020,3,18,14,22,2,1,0,5,2,0,80,72.9
"Minchington, Darren",2020,4,24,6,15,2,2,0,5,1,1,76.8,47.5
"Patton, Jonathon",2020,6,18,11,11,3,2,5,4,4,6,62.3,28.3
"Hartley, Michael",2020,2,20,3,8,0,0,0,5,1,2,98.5,62.5
"Morris, Josh",2020,4,14,5,9,1,2,0,6,1,2,67.8,31.9
"Nash, Conor",2020,2,11,5,5,0,1,0,0,0,1,78.5,35
"Jones, Harry",2020,1,3,1,8,0,0,0,4,1,3,76,45
"Maginness, Finn",2020,1,2,0,8,0,0,0,5,0,1,77,48.8
"Brooksby, Keegan",2020,1,4,0,1,0,0,10,2,3,2,53,36.3
"Oliver, Clayton",2020,17,195,57,230,3,1,0,92,22,22,83.5,114.6
"Petracca, Christian",2020,17,201,58,199,15,14,0,55,18,16,89.9,108
"Langdon, Ed",2020,17,216,88,125,2,8,0,22,6,12,91.4,91.2
"Viney, Jack",2020,16,166,40,152,5,4,0,67,28,15,80.2,94.3
"Salem, Christian",2020,16,200,64,101,2,0,0,41,4,11,86.4,89.1
"May, Steven",2020,17,210,76,62,1,0,0,14,9,4,94.6,76.5
"Brayshaw, Angus",2020,14,116,40,117,5,6,0,41,4,7,74.7,79
"Gawn, Max",2020,14,142,63,80,1,1,458,35,32,9,92.6,123.7
"Hibberd, Michael",2020,14,135,62,79,1,0,0,14,13,6,81.5,72
"Harmes, James",2020,13,87,30,105,2,2,0,27,8,15,76.4,62.1
"Lever, Jake",2020,17,121,75,57,0,0,0,25,11,9,94.9,57.8
"Fritsch, Bayley",2020,16,128,81,48,22,24,0,17,10,10,81.8,72.4
"Tomlinson, Adam",2020,13,106,56,56,0,1,1,22,2,6,88.9,64.6
"Melksham, Jake",2020,17,110,49,50,15,8,0,23,11,13,84.2,54.3
"Vandenberg, Aaron",2020,12,73,34,69,1,1,0,31,8,14,69.8,57.9
"Rivers, Trent",2020,9,75,28,48,2,2,0,13,11,4,79,65.3
"Pickett, Kysaiah",2020,14,62,17,47,7,13,0,35,5,18,75.6,42.6
"Jones, Nathan",2020,8,50,23,54,1,3,0,13,4,1,72.5,60.8
"Weideman, Sam",2020,13,59,41,41,19,8,0,6,7,8,88.8,49.1
"Lockhart, Jay",2020,10,55,28,33,0,2,0,19,2,5,73.1,47.5
"McDonald, Tom",2020,9,50,29,27,7,1,16,15,8,6,78.9,55.6
"Hannan, Mitch",2020,9,41,21,31,7,3,0,15,8,6,69.6,47.6
"McDonald, Oscar",2020,7,42,17,27,0,0,1,8,1,5,92.6,44.6
"Spargo, Charlie",2020,8,38,19,27,8,1,0,12,3,7,70.1,47.5
"Neal-Bullen, Alex",2020,7,36,14,27,7,0,0,16,1,5,71.3,52.9
"Sparrow, Tom",2020,5,26,9,30,2,1,0,13,3,5,61.8,54.5
"Bennell, Harley",2020,5,26,7,28,3,2,0,5,1,2,68.4,47.5
"Jackson, Luke",2020,6,19,9,33,3,2,29,8,7,3,75.3,47.7
"Baker, Oskar",2020,3,30,8,11,2,0,0,5,3,3,68.7,67.5
"Smith, Joel",2020,7,23,9,15,0,0,0,10,3,6,86,27
"Jetta, Neville",2020,6,14,6,23,0,0,0,8,5,6,69,26
"Hunt, Jayden",2020,6,27,10,8,10,2,0,7,4,2,71.3,44.8
"Wagner, Josh",2020,2,14,5,11,0,0,0,3,1,1,64.5,55.6
"Preuss, Braydon",2020,3,16,6,7,0,0,64,1,5,1,71.7,62.5
"Bedford, Toby",2020,2,6,3,10,0,1,0,4,0,3,61,34.4
"Higgins, Shaun",2020,17,186,63,177,4,1,0,50,14,15,84.7,95.2
"McDonald, Luke",2020,17,209,68,135,0,0,0,44,7,17,90.9,90.7
"Simpkin, Jy",2020,17,171,37,173,6,5,0,63,21,27,77.4,88.5
"Dumont, Trent",2020,17,176,52,166,3,4,0,76,18,8,82.4,98.2
"Anderson, Jed",2020,15,177,41,138,3,4,0,75,21,8,70.3,104.1
"Atley, Shaun",2020,17,132,57,136,1,0,0,25,9,9,87.9,68.2
"Goldstein, Todd",2020,17,105,33,149,6,6,472,35,38,17,92.1,99.5
"Polec, Jared",2020,13,162,42,88,3,3,0,34,12,8,87.5,89.7
"Tarrant, Robbie",2020,16,178,68,72,0,0,0,21,14,15,91.3,73
"Hall, Aaron",2020,15,134,47,85,10,14,0,37,6,8,80.9,76.4
"Walker, Josh",2020,17,107,65,75,3,3,2,19,11,10,85.2,54.9
"Davies-Uniacke, Luke",2020,9,73,19,83,2,0,0,21,6,12,74.1,70.6
"Zurhaar, Cameron",2020,16,102,46,54,18,11,1,38,18,17,85.8,61.8
"Pittard, Jasper",2020,11,105,33,50,4,0,0,17,13,4,87.4,69
"Scott, Bailey",2020,13,81,39,57,8,1,0,29,6,9,81.8,59.4
"Macmillan, Jamie",2020,10,67,27,58,1,0,0,23,15,6,77.3,61.6
"McKay, Ben",2020,11,43,36,59,0,0,2,18,7,6,90.6,47.5
"Williams, Marley",2020,8,69,22,29,0,1,0,13,4,6,77.5,57.8
"Taylor, Curtis",2020,9,51,32,41,5,2,0,14,7,4,82.9,57.5
"Mahony, Jack",2020,10,28,12,56,3,2,0,26,9,5,74.6,43.8
"Hayden, Kyron",2020,8,38,22,41,0,0,0,12,3,7,74.6,45.6
"Vickers-Willis, Ed",2020,6,40,18,32,0,0,0,12,4,4,81.3,57.9
"Wood, Mason",2020,8,38,22,32,3,2,0,10,4,4,81.8,46.3
"Ahern, Paul",2020,6,35,13,28,1,1,0,7,3,1,59,49
"Ziebell, Jack",2020,8,38,25,25,1,7,0,16,3,6,70.4,47
"Brown, Ben",2020,9,49,31,13,8,8,4,6,6,3,88.6,48.2
"Larkey, Nick",2020,10,41,23,21,14,4,0,10,10,8,86.8,43.5
"Bonar, Aiden",2020,6,24,10,29,0,0,0,11,4,3,70.2,41.5
"Cunnington, Ben",2020,3,18,6,35,2,0,1,12,3,2,74,83.3
"Murphy, Tom",2020,5,28,16,19,1,2,0,8,1,0,72.4,52.8
"Thomas, Tarryn",2020,6,24,8,23,3,2,0,19,1,2,63.8,48.5
"Hosie, Lachlan",2020,5,24,12,15,3,1,0,4,4,2,75,42.8
"Daw, Majak",2020,4,17,9,18,3,1,23,8,3,3,74.5,56.9
"Perez, Flynn",2020,3,15,7,13,0,0,0,8,1,2,78.7,49.6
"Walker, Will",2020,2,12,4,14,0,0,0,7,0,3,77.5,59.4
"Garner, Taylor",2020,2,8,5,13,1,0,0,5,1,3,74.5,51.9
"Durdin, Sam",2020,3,11,8,9,0,1,0,2,2,2,82,33.3
"Xerri, Tristan",2020,4,13,5,6,4,0,9,8,4,7,85.3,35.6
"Campbell, Tom",2020,1,3,1,2,0,0,2,0,0,0,73,22.5
"Boak, Travis",2020,19,217,51,219,8,8,0,72,13,7,77.5,103.8
"Wines, Ollie",2020,17,177,30,194,8,5,0,64,23,10,71.9,96.4
"Rockliff, Tom",2020,16,191,36,174,4,3,0,100,19,10,78.9,112.9
"Byrne-Jones, Darcy",2020,19,204,64,117,0,2,0,34,17,7,83.6,77.1
"Gray, Robbie",2020,19,127,40,188,15,7,0,57,12,19,86.9,76.1
"Amon, Karl",2020,19,199,58,107,5,8,0,55,8,15,84.9,79.3
"Houston, Dan",2020,17,211,71,82,1,3,0,49,17,7,83,89
"Hartlett, Hamish",2020,19,174,69,107,2,1,0,53,16,11,82.5,75.7
"Powell-Pepper, Sam",2020,19,123,36,157,7,12,0,77,9,23,73.7,71.9
"Butters, Zak",2020,17,129,55,119,11,6,0,47,12,9,83.5,76.1
"Ebert, Brad",2020,14,131,52,76,11,14,0,55,16,9,81.9,88.4
"Jonas, Tom",2020,19,138,76,68,0,1,0,30,7,14,93.4,56.8
"Rozee, Connor",2020,16,106,40,100,9,9,0,52,6,10,83.2,69.1
"Duursma, Xavier",2020,15,114,52,83,7,3,0,36,16,7,78.6,70.7
"McKenzie, Trent",2020,17,169,75,28,0,2,0,18,14,10,89.8,62.2
"Clurey, Tom",2020,18,135,78,40,0,0,0,18,13,13,89.3,53.1
"Dixon, Charlie",2020,18,110,69,60,34,21,46,30,18,14,94.3,71.1
"Lycett, Scott",2020,15,76,19,89,2,3,352,39,25,12,79.7,81.3
"Motlop, Steven",2020,14,84,33,65,13,2,0,24,4,11,72.6,56.1
"Ladhams, Peter",2020,10,60,21,72,6,2,124,19,17,22,82,72
"Bonner, Riley",2020,9,97,33,25,0,0,0,7,1,8,79.1,61.8
"Westhoff, Justin",2020,12,77,45,45,10,7,42,26,8,8,82.9,68
"Marshall, Todd",2020,14,84,41,27,11,9,3,35,10,5,76.1,57.3
"Farrell, Kane",2020,11,56,21,46,6,9,0,30,2,2,80.2,55
"Burton, Ryan",2020,8,74,30,27,0,1,0,8,0,2,63.9,61.4
"Mayes, Sam",2020,6,50,20,32,1,2,0,17,5,3,83.3,72.1
"Lienert, Jarrod",2020,5,46,10,17,0,0,0,6,3,0,82,57.3
"Georgiades, Mitch",2020,7,39,20,19,8,6,0,14,11,5,76.7,57.3
"Woodcock, Boyd",2020,5,28,12,24,3,3,0,8,2,2,73.8,54.3
"Sutcliffe, Cam",2020,4,18,3,14,1,2,0,6,1,0,69.3,38.8
"Martin, Dustin",2020,20,251,52,162,22,11,1,46,13,22,89.2,94.3
"Short, Jayden",2020,21,297,114,103,0,4,0,27,11,8,79.2,91.5
"Lambert, Kane",2020,20,137,61,175,10,3,0,68,11,14,83.7,78
"Cotchin, Trent",2020,17,176,39,135,1,3,0,55,14,18,72.6,81.2
"Bolton, Shai",2020,19,181,58,120,15,11,0,54,11,22,82.7,80.2
"Baker, Liam",2020,20,166,73,131,1,1,0,39,18,13,77.3,70.1
"Vlastuin, Nick",2020,20,179,95,94,1,0,0,42,14,19,84.7,71.3
"McIntosh, Kamdyn",2020,18,165,68,79,6,4,0,30,9,11,82.1,69
"Houli, Bachar",2020,13,131,48,111,0,1,0,28,6,7,80,82.4
"Graham, Jack",2020,16,110,31,130,2,2,0,72,15,19,78.9,73.7
"Castagna, Jason",2020,21,142,71,96,17,12,0,46,8,8,84.4,66.3
"Pickett, Marlion",2020,19,119,43,113,4,4,0,69,7,13,79.5,64.7
"Grimes, Dylan",2020,20,126,79,71,0,1,0,35,15,12,91.8,54.8
"Rioli, Daniel",2020,18,102,47,94,12,3,0,57,13,8,81,64.4
"Balta, Noah",2020,17,132,65,52,1,1,3,16,11,16,94.5,53.8
"Prestia, Dion",2020,9,85,12,91,4,0,0,35,8,12,78.8,84.6
"Broad, Nathan",2020,16,128,65,47,0,0,1,28,6,7,92.3,60.2
"Riewoldt, Jack",2020,21,136,75,37,33,20,2,27,14,15,92.1,59.8
"Edwards, Shane",2020,10,78,10,94,5,1,0,27,8,6,79.9,72.6
"Lynch, Tom",2020,19,121,67,51,32,27,2,23,17,26,89.9,60.4
"Higgins, Jack",2020,10,89,36,56,5,7,0,17,16,6,82.3,73.8
"Aarts, Jake",2020,14,71,31,64,14,5,0,33,8,18,79.6,54.4
"Nankervis, Toby",2020,11,62,26,64,3,1,186,45,13,17,70.3,84
"Astbury, David",2020,9,73,39,38,0,0,3,17,8,6,86.7,65.7
"Soldo, Ivan",2020,14,52,23,56,2,3,292,38,17,21,67.5,67
"Caddy, Josh",2020,8,56,32,44,2,2,1,14,0,5,75.9,63.8
"Ross, Jack",2020,7,48,14,45,0,0,0,20,5,2,71.6,63.4
"Stack, Sydney",2020,9,30,15,62,2,2,0,26,5,15,70.1,46.8
"Eggmolesse-Smith, Derek",2020,6,53,15,24,0,0,0,13,3,8,70.5,59
"Markov, Oleg",2020,6,47,16,21,0,1,0,6,6,2,80.5,53.3
"Chol, Mabior",2020,11,39,15,27,8,3,66,17,3,7,64.5,43.5
"Dow, Thomson",2020,2,2,2,14,0,0,0,4,0,1,75.5,33.1
"Naish, Patrick",2020,1,3,0,6,0,0,0,3,1,0,86,42.5
"Steele, Jack",2020,19,204,72,213,11,2,0,104,25,13,85.5,113.4
"Billings, Jack",2020,19,205,78,147,11,6,0,47,13,6,86.1,92
"Clark, Hunter",2020,18,188,64,122,1,1,0,46,13,20,81.7,79.4
"Jones, Zak",2020,16,157,47,147,5,8,0,57,14,15,78.3,89.1
"Hill, Bradley",2020,19,201,63,92,2,3,0,27,5,12,84.3,70.3
"Ross, Sebastian",2020,16,146,29,141,2,2,0,45,7,17,80.6,74.8
"Coffield, Nick",2020,18,181,117,93,0,0,0,18,7,8,85,78.8
"Marshall, Rowan",2020,19,192,83,74,13,11,277,41,30,24,85.5,96.1
"Wilkie, Callum",2020,19,178,61,62,0,0,0,22,12,11,88.3,59.7
"Paton, Ben",2020,19,145,82,92,0,0,0,20,15,9,77.3,61.4
"Butler, Dan",2020,19,156,37,51,29,12,0,74,14,15,87.2,74.5
"Howard, Dougal",2020,19,159,76,38,1,1,3,23,9,17,92.2,55.3
"Gresham, Jade",2020,11,111,25,83,7,6,0,21,10,13,76.6,76.9
"Long, Ben",2020,15,90,49,94,0,1,0,30,12,20,82.5,56.5
"Membrey, Tim",2020,18,129,83,55,20,9,3,27,11,9,87,67.4
"Sinclair, Jack",2020,12,98,30,73,0,1,0,30,6,3,78.3,67.5
"Geary, Jarryn",2020,16,83,48,83,5,1,0,28,6,11,80.3,52.7
"Carlisle, Jake",2020,13,107,73,39,0,0,9,17,8,4,90.2,66.4
"Battle, Josh",2020,14,108,52,34,12,9,6,26,10,8,70.4,64.7
"Kent, Dean",2020,15,96,48,46,10,5,0,29,9,6,76.7,58
"Hannebery, Dan",2020,8,67,19,74,1,2,0,13,2,5,68.8,70.8
"King, Max",2020,18,84,57,53,22,20,17,22,10,12,85.1,52.8
"Lonie, Jack",2020,13,95,44,36,12,7,0,28,10,5,81.5,64.9
"Ryder, Paddy",2020,14,79,29,34,10,2,293,35,16,13,72.6,77.1
"Hind, Nick",2020,10,56,17,42,6,5,0,28,6,11,73.1,53.6
"Marsh, Jonathon",2020,6,28,10,25,2,5,2,14,4,2,77.8,49.4
"Phillips, Ed",2020,4,28,16,22,3,0,0,4,2,2,76.3,64.4
"Bytel, Jack",2020,3,9,3,30,0,0,0,8,3,4,67,49.6
"Savage, Shane",2020,2,26,8,5,1,2,0,4,0,0,80.5,85
"Dunstan, Luke",2020,1,13,3,8,0,0,0,9,0,0,81,125
"Parker, Matthew",2020,2,8,1,5,0,2,0,5,2,2,73.5,34.4
"Roberton, Dylan",2020,1,7,1,1,0,0,0,0,0,2,82,25
"Byrnes, Ryan",2020,1,2,0,3,0,0,0,2,1,0,62,26.3
"Lloyd, Jake",2020,17,284,81,155,1,0,0,37,11,5,88.9,114.3
"Parker, Luke",2020,17,190,54,187,6,5,0,84,22,21,86.3,106
"Florent, Oliver",2020,17,180,40,98,4,4,0,43,7,13,81.6,75.3
"Mills, Callum",2020,15,164,77,107,0,1,0,49,18,15,89.3,92.3
"Dawson, Jordan",2020,16,183,60,77,6,7,0,38,13,10,84,82.9
"Cunningham, Harry",2020,17,157,59,96,0,1,0,38,10,5,84.6,72.6
"Kennedy, Josh",2020,12,129,34,119,3,3,0,62,12,8,73.3,102.5
"Rowbottom, James",2020,16,132,22,105,4,4,0,58,17,17,76.9,70.2
"Papley, Tom",2020,17,148,57,52,26,27,0,29,19,16,88.8,72.7
"Clarke, Ryan",2020,10,86,25,79,2,1,0,25,10,5,89.3,74.9
"Blakey, Nick",2020,16,126,36,36,8,13,0,36,15,8,76,58.9
"Hayward, Will",2020,16,87,54,74,10,3,0,37,11,12,84.3,59.1
"Rampe, Dane",2020,11,105,42,56,0,0,0,15,9,15,94.4,65.6
"Fox, Robbie",2020,14,86,30,58,0,0,0,37,10,9,88.6,53.1
"Aliir, Aliir",2020,14,78,45,57,3,1,66,22,4,14,80.5,55.2
"McInerney, Justin",2020,9,60,26,65,5,0,0,13,8,8,81.8,63.1
"McCartin, Tom",2020,14,70,51,49,9,2,3,12,9,13,83.3,48
"Sinclair, Callum",2020,13,64,32,55,3,3,293,33,15,24,81.2,75.7
"Thurlow, Jackson",2020,8,65,27,42,3,2,0,17,4,2,77.5,69.7
"Stephens, Dylan",2020,8,68,27,32,2,3,0,26,6,6,80.4,71.3
"Melican, Lewis",2020,9,52,21,37,0,0,0,14,6,6,84.7,46.8
"Heeney, Isaac",2020,6,53,29,33,7,7,0,15,6,1,87.7,88.3
"Reid, Sam",2020,10,43,38,41,5,6,26,15,3,2,82.5,55.5
"Hewett, George",2020,6,29,11,54,1,0,0,19,2,3,80.7,63.1
"Taylor, Lewis",2020,9,51,22,27,6,5,0,20,4,1,67.9,54.9
"ORiordan, Colin",2020,8,39,20,37,0,0,0,13,3,5,69.5,45.5
"Gray, Sam",2020,7,38,15,37,1,2,0,15,4,1,78.7,53.9
"Bell, James",2020,8,37,13,32,3,2,0,28,7,8,69.8,51.4
"Wicks, Sam",2020,7,31,15,27,3,1,0,32,5,8,77,57.1
"McLean, Hayden",2020,6,24,13,14,5,1,14,15,1,5,78.7,47.9
"Taylor, Elijah",2020,4,17,4,14,1,1,0,2,5,2,68.3,32.8
"Ronke, Ben",2020,3,19,6,10,0,0,0,11,2,3,71.3,55
"Ling, Matt",2020,3,20,5,6,0,0,0,2,1,3,73,36.3
"Stoddart, Ryley",2020,2,16,4,10,0,0,0,3,3,0,71.5,59.4
"Naismith, Sam",2020,2,15,5,4,0,0,53,9,3,2,73.5,96.3
"Brand, Kaiden",2020,2,10,7,8,0,0,0,3,2,0,87,50.6
"Foot, Zac",2020,2,7,6,7,1,0,0,4,1,2,71.5,43.8
"Warner, Chad",2020,2,9,3,5,0,0,0,3,2,2,77,33.8
"Amartey, Joel",2020,1,3,0,0,0,0,8,2,1,2,59,25
"Gaff, Andrew",2020,18,251,81,186,5,4,0,42,15,7,95.4,108.6
"Kelly, Tim",2020,18,208,46,153,5,4,0,75,10,15,83.8,94.9
"Sheed, Dom",2020,17,172,55,164,8,3,0,40,14,16,80.2,87.2
"Sheppard, Brad",2020,18,194,112,92,2,0,0,34,14,7,94.9,86.3
"Duggan, Liam",2020,17,211,98,70,0,2,0,31,8,8,86.9,86.5
"Hurn, Shannon",2020,17,205,87,66,0,0,0,26,7,7,81,80.7
"Shuey, Luke",2020,13,144,33,102,1,1,0,45,11,14,69.5,85.7
"Nelson, Jackson",2020,15,150,61,54,0,0,0,31,7,6,83.3,71.2
"Redden, Jack",2020,13,98,44,106,1,1,0,31,12,8,81.8,72.8
"Ryan, Liam",2020,18,140,66,54,26,16,0,32,13,7,85.4,70.7
"Naitanui, Nic",2020,17,109,13,83,5,4,496,40,21,19,69.5,87.2
"Yeo, Elliot",2020,10,107,22,85,0,1,0,56,5,25,80.4,89
"Barrass, Tom",2020,18,144,94,37,0,0,0,4,12,8,89.9,55
"Darling, Jack",2020,18,112,64,57,30,12,8,35,20,9,96.2,67.7
"Cripps, Jamie",2020,14,94,36,73,9,7,0,45,9,9,88.5,67.8
"Cole, Tom",2020,15,95,48,62,3,0,0,30,14,7,82.7,57
"McGovern, Jeremy",2020,12,114,72,43,0,0,0,14,9,9,78.4,71
"Ah Chee, Brendon",2020,16,77,36,78,6,5,0,26,9,6,77.6,49.3
"Allen, Oscar",2020,15,86,44,46,18,8,66,41,18,8,76,68.5
"Kennedy, Josh",2020,17,96,69,23,34,22,0,16,13,15,82.8,58.8
"Rotham, Josh",2020,10,90,52,17,0,0,0,13,5,4,81.4,63.1
"Waterman, Jake",2020,10,78,51,25,9,2,0,8,6,3,77.2,65.3
"Brander, Jarrod",2020,8,67,36,22,0,1,0,12,3,2,80.5,62.3
"Jetta, Lewis",2020,6,62,22,24,1,2,0,16,1,4,85.2,75.2
"Ainsworth, Brayden",2020,9,44,26,33,3,1,0,12,2,8,78.3,44.6
"ONeill, Xavier",2020,5,25,9,24,1,1,0,9,1,1,66.4,47.8
"Petruccelle, Jack",2020,6,22,9,20,2,5,0,7,2,0,70,37.5
"Cameron, Jarrod",2020,5,16,5,8,2,1,0,11,2,9,64,27.8
"Hutchings, Mark",2020,3,15,5,9,0,0,0,4,0,0,59,39.2
"Schofield, Will",2020,4,12,3,10,0,0,0,8,2,5,87.8,26.3
"Jones, Jamaine",2020,2,13,5,8,0,1,0,8,4,2,79,63.1
"Reid, Nic",2020,3,8,1,13,1,1,0,8,1,2,67.7,36.3
"Williams, Bailey",2020,3,10,5,11,1,1,24,5,2,4,70,45
"Hickey, Tom",2020,3,6,5,10,0,0,42,3,0,2,58,42.1
"Brayshaw, Hamish",2020,1,3,1,2,0,1,0,1,1,0,58,27.5
"Edwards, Harry",2020,1,2,0,1,0,0,0,0,0,0,26,10
"Foley, Luke",2020,1,3,2,0,0,0,0,1,0,0,73,23.8
"Macrae, Jack",2020,18,206,50,269,3,3,7,71,29,10,85.1,112.3
"Smith, Bailey",2020,18,190,30,192,6,9,0,45,7,11,77.3,86.3
"Bontempelli, Marcus",2020,18,211,59,164,11,7,1,88,15,23,86.2,104.9
"Daniel, Caleb",2020,18,225,59,138,3,2,0,42,10,9,84.3,90.2
"Liberatore, Tom",2020,16,150,31,182,5,3,0,57,12,20,79.8,87.5
"Williams, Bailey",2020,18,202,82,96,3,2,0,24,12,9,84.2,79.5
"Johannisen, Jason",2020,17,165,66,102,6,5,0,29,7,3,81.9,77.4
"Hunter, Lachie",2020,10,137,54,116,4,8,0,24,11,6,87.2,115.8
"English, Tim",2020,18,129,77,113,8,11,287,39,18,18,87.6,91
"Dunkley, Josh",2020,12,85,28,134,6,5,12,71,10,9,80.3,96.6
"Lipinski, Patrick",2020,13,90,32,121,5,4,0,30,6,7,80.7,71.8
"Crozier, Hayden",2020,15,154,59,55,2,2,0,40,15,11,80.7,75.4
"Richards, Ed",2020,17,93,24,90,6,7,0,34,12,10,78.7,50.9
"Keath, Alex",2020,18,113,70,66,1,1,0,15,12,8,95.4,51.1
"Wallis, Mitch",2020,18,83,42,83,25,14,0,32,20,7,81.6,57.8
"McLean, Toby",2020,12,57,16,108,6,4,0,45,13,10,76.7,66.5
"Bruce, Josh",2020,17,55,47,81,14,8,19,28,10,15,87.8,48.2
"Wood, Easton",2020,13,79,50,45,0,0,0,19,7,8,77.9,51.5
"Cordy, Zaine",2020,14,86,40,32,0,0,5,20,8,5,89.6,46.4
"Vandermeer, Laitham",2020,12,72,31,45,9,9,0,26,7,11,69.8,56.3
"Naughton, Aaron",2020,12,46,42,38,15,6,0,9,4,6,76.7,47.7
"Dale, Bailey",2020,9,48,20,35,7,3,0,13,6,5,79.4,50.3
"Lloyd, Sam",2020,9,47,26,30,7,5,0,20,8,4,75.1,55.8
"Gardner, Ryan",2020,10,41,27,35,0,0,0,13,0,10,95.2,37
"Smith, Roarke",2020,6,29,12,41,2,1,0,8,2,2,77,51.3
"Suckling, Matt",2020,7,47,26,22,3,0,0,2,7,6,65.6,49.6
"West, Rhylee",2020,4,23,12,25,1,0,0,7,3,4,79.3,56.3
"Duryea, Taylor",2020,3,35,13,12,0,0,0,9,2,0,79.3,85.8
"Jong, Lin",2020,3,12,10,29,0,1,1,9,2,5,71.7,62.1
"Butler, Louis",2020,2,24,6,6,0,1,0,1,0,2,83,63.1
"Cavarra, Ben",2020,3,15,5,10,4,3,0,8,1,2,72,55.8
"Gowers, Billy",2020,3,12,3,9,0,2,0,3,1,4,74,27.5
"Hayes, Will",2020,2,7,2,13,0,0,0,6,0,1,70.5,46.3
"Weightman, Cody",2020,3,11,4,7,3,1,0,4,3,2,70.7,37.9
"Young, Lachie",2020,2,11,2,7,1,0,0,4,1,0,82,47.5
"Schache, Josh",2020,2,8,3,5,2,0,0,0,1,1,75,33.1
"Porter, Callum",2020,1,4,0,5,0,0,0,4,1,3,56,37.5
"Trengove, Jackson",2020,1,2,1,6,0,0,3,4,2,1,68,48.8
"Young, Lewis",2020,1,3,3,1,0,1,1,0,0,3,69,16.3
