Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve
"Langdon, Zac",424,2020,7.00,24.00,8.00,27.00,2.00,6.00,0.00,23.00,7.00,7.00,75.60,43.90
"Langdon, Zac",424,2019,3.00,16.00,6.00,10.00,0.00,1.00,0.00,14.00,1.00,4.00,72.00,44.00
"Langford, Kyle",425,2021,17.00,202.00,98.00,152.00,13.00,3.00,2.00,57.00,11.00,18.00,83.20,86.60
"Langford, Kyle",425,2020,16.00,146.00,65.00,142.00,11.00,9.00,0.00,30.00,9.00,8.00,83.30,85.70
"Langford, Kyle",425,2019,18.00,162.00,64.00,152.00,15.00,3.00,0.00,56.00,13.00,21.00,77.10,69.40
"Langlands, Doulton",426,2019,3.00,18.00,14.00,19.00,2.00,0.00,0.00,8.00,1.00,2.00,67.30,57.70
"Larkey, Nick",427,2021,22.00,123.00,84.00,87.00,42.00,15.00,30.00,27.00,32.00,12.00,86.40,54.40
"Larkey, Nick",427,2020,10.00,41.00,23.00,21.00,14.00,4.00,0.00,10.00,10.00,8.00,86.80,43.50
"Larkey, Nick",427,2019,17.00,86.00,63.00,71.00,26.00,8.00,53.00,27.00,21.00,8.00,83.40,53.60
"Laverde, Jayden",428,2021,23.00,202.00,134.00,116.00,1.00,0.00,0.00,35.00,17.00,25.00,85.90,57.70
"Laverde, Jayden",428,2020,6.00,30.00,20.00,16.00,6.00,3.00,0.00,15.00,3.00,6.00,66.70,55.40
"Laverde, Jayden",428,2019,10.00,66.00,39.00,48.00,11.00,13.00,0.00,21.00,12.00,6.00,86.30,56.80
"Lazzaro, Charlie",429,2021,12.00,55.00,26.00,41.00,3.00,3.00,0.00,21.00,6.00,3.00,56.10,35.60
"Lemmens, Sean",430,2021,21.00,196.00,76.00,72.00,0.00,0.00,0.00,44.00,12.00,31.00,82.30,50.20
"Lemmens, Sean",430,2020,6.00,29.00,7.00,19.00,4.00,0.00,0.00,9.00,2.00,2.00,57.30,42.10
"Lemmens, Sean",430,2019,8.00,55.00,15.00,29.00,4.00,1.00,0.00,36.00,10.00,8.00,68.50,52.90
"Lester, Ryan",431,2021,17.00,112.00,72.00,86.00,1.00,0.00,0.00,32.00,10.00,12.00,77.60,48.90
"Lester, Ryan",431,2020,15.00,107.00,62.00,70.00,0.00,1.00,0.00,35.00,7.00,10.00,88.10,63.80
"Lester, Ryan",431,2019,9.00,81.00,32.00,27.00,0.00,0.00,0.00,30.00,7.00,6.00,84.00,55.80
"Lever, Jake",432,2021,25.00,242.00,136.00,147.00,0.00,1.00,0.00,44.00,23.00,23.00,98.90,62.40
"Lever, Jake",432,2020,17.00,121.00,75.00,57.00,0.00,0.00,0.00,25.00,11.00,9.00,94.90,57.80
"Lever, Jake",432,2019,8.00,77.00,55.00,40.00,0.00,0.00,0.00,3.00,3.00,4.00,88.90,59.90
"Lewis, Jordan",433,2019,12.00,116.00,41.00,77.00,6.00,3.00,0.00,23.00,10.00,7.00,84.20,62.10
"Lewis, Mitch",434,2021,14.00,91.00,67.00,51.00,22.00,9.00,29.00,28.00,13.00,10.00,85.50,60.10
"Lewis, Mitch",434,2020,8.00,28.00,15.00,18.00,5.00,5.00,15.00,5.00,3.00,5.00,75.10,34.80
"Lewis, Mitch",434,2019,12.00,92.00,56.00,46.00,20.00,15.00,19.00,19.00,14.00,8.00,72.40,63.00
"Liberatore, Tom",435,2021,25.00,285.00,65.00,313.00,14.00,12.00,0.00,135.00,35.00,26.00,78.70,90.80
"Liberatore, Tom",435,2020,16.00,150.00,31.00,182.00,5.00,3.00,0.00,57.00,12.00,20.00,79.80,87.50
"Liberatore, Tom",435,2019,15.00,139.00,41.00,175.00,6.00,8.00,0.00,59.00,15.00,15.00,75.40,76.00
"Lienert, Jarrod",436,2021,5.00,62.00,21.00,22.00,1.00,0.00,0.00,8.00,3.00,3.00,77.80,65.00
"Lienert, Jarrod",436,2020,5.00,46.00,10.00,17.00,0.00,0.00,0.00,6.00,3.00,0.00,82.00,57.30
"Lienert, Jarrod",436,2019,7.00,106.00,43.00,41.00,0.00,2.00,0.00,11.00,3.00,5.00,82.70,80.40
"Ling, Matt",437,2020,3.00,20.00,5.00,6.00,0.00,0.00,0.00,2.00,1.00,3.00,73.00,36.30
"Lipinski, Patrick",438,2021,11.00,74.00,39.00,79.00,2.00,1.00,0.00,22.00,2.00,5.00,60.40,53.20
"Lipinski, Patrick",438,2020,13.00,90.00,32.00,121.00,5.00,4.00,0.00,30.00,6.00,7.00,80.70,71.80
"Lipinski, Patrick",438,2019,14.00,137.00,65.00,170.00,11.00,4.00,0.00,50.00,7.00,12.00,76.40,84.80
"Lloyd, Daniel",439,2021,16.00,140.00,68.00,63.00,20.00,8.00,0.00,45.00,8.00,19.00,82.10,63.10
"Lloyd, Daniel",439,2020,12.00,74.00,38.00,49.00,7.00,0.00,0.00,28.00,4.00,9.00,74.80,58.90
"Lloyd, Daniel",439,2019,18.00,130.00,52.00,98.00,16.00,8.00,0.00,44.00,5.00,12.00,80.60,55.10
"Lloyd, Jake",440,2021,22.00,404.00,124.00,210.00,1.00,1.00,0.00,40.00,14.00,18.00,85.20,96.90
"Lloyd, Jake",440,2020,17.00,284.00,81.00,155.00,1.00,0.00,0.00,37.00,11.00,5.00,88.90,114.30
"Lloyd, Jake",440,2019,22.00,431.00,137.00,246.00,3.00,4.00,0.00,37.00,13.00,8.00,89.10,107.00
"Lloyd, Sam",441,2020,9.00,47.00,26.00,30.00,7.00,5.00,0.00,20.00,8.00,4.00,75.10,55.80
"Lloyd, Sam",441,2019,23.00,250.00,119.00,104.00,38.00,31.00,0.00,54.00,14.00,16.00,80.30,76.30
"Lobb, Rory",442,2021,13.00,108.00,73.00,60.00,20.00,19.00,54.00,15.00,13.00,5.00,92.90,70.30
"Lobb, Rory",442,2020,17.00,116.00,63.00,57.00,10.00,6.00,156.00,24.00,15.00,6.00,97.20,71.00
"Lobb, Rory",442,2019,15.00,119.00,61.00,78.00,13.00,11.00,319.00,24.00,21.00,10.00,91.00,79.40
"Lobbe, Matthew",443,2019,2.00,8.00,2.00,6.00,0.00,0.00,55.00,9.00,2.00,5.00,84.50,60.00
"Lockhart, Jay",444,2020,10.00,55.00,28.00,33.00,0.00,2.00,0.00,19.00,2.00,5.00,73.10,47.50
"Lockhart, Jay",444,2019,12.00,90.00,52.00,61.00,9.00,3.00,0.00,23.00,6.00,10.00,77.00,56.10
"Logue, Griffin",445,2021,16.00,113.00,76.00,71.00,0.00,0.00,0.00,22.00,13.00,12.00,91.40,48.40
"Logue, Griffin",445,2020,5.00,22.00,12.00,27.00,0.00,0.00,0.00,5.00,3.00,1.00,98.20,44.00
"Logue, Griffin",445,2019,10.00,66.00,45.00,54.00,0.00,0.00,0.00,19.00,5.00,7.00,93.60,50.10
"Long, Ben",446,2021,15.00,94.00,52.00,49.00,2.00,9.00,0.00,35.00,10.00,16.00,68.90,43.90
"Long, Ben",446,2020,15.00,90.00,49.00,94.00,0.00,1.00,0.00,30.00,12.00,20.00,82.50,56.50
"Long, Ben",446,2019,16.00,101.00,59.00,51.00,14.00,9.00,0.00,46.00,13.00,9.00,78.30,52.80
"Longer, Billy",447,2019,1.00,5.00,5.00,5.00,0.00,0.00,24.00,2.00,2.00,0.00,84.00,74.00
"Lonie, Jack",448,2021,11.00,68.00,23.00,40.00,4.00,6.00,0.00,22.00,11.00,1.00,67.30,43.50
"Lonie, Jack",448,2020,13.00,95.00,44.00,36.00,12.00,7.00,0.00,28.00,10.00,5.00,81.50,64.90
"Lonie, Jack",448,2019,13.00,127.00,50.00,49.00,13.00,19.00,0.00,34.00,21.00,6.00,74.50,66.50
"Lukosius, Jack",449,2021,22.00,382.00,172.00,60.00,3.00,11.00,0.00,32.00,13.00,20.00,84.80,86.00
"Lukosius, Jack",449,2020,17.00,219.00,62.00,59.00,3.00,3.00,0.00,27.00,8.00,13.00,82.80,77.90
"Lukosius, Jack",449,2019,21.00,183.00,90.00,54.00,3.00,4.00,0.00,44.00,7.00,11.00,76.60,52.30
"Lycett, Scott",450,2021,20.00,140.00,56.00,154.00,6.00,6.00,520.00,77.00,27.00,38.00,78.90,84.00
"Lycett, Scott",450,2020,15.00,76.00,19.00,89.00,2.00,3.00,352.00,39.00,25.00,12.00,79.70,81.30
"Lycett, Scott",450,2019,18.00,135.00,56.00,149.00,6.00,5.00,462.00,53.00,29.00,40.00,81.20,83.10
"Lynch, Max",451,2021,2.00,9.00,4.00,14.00,0.00,0.00,41.00,5.00,1.00,2.00,78.00,61.50
"Lynch, Max",451,2020,1.00,1.00,0.00,1.00,0.00,0.00,2.00,5.00,0.00,1.00,58.00,30.00
"Lynch, Tom",452,2021,12.00,129.00,64.00,86.00,8.00,9.00,0.00,15.00,13.00,8.00,76.30,71.40
"Lynch, Tom",452,2021,18.00,130.00,87.00,69.00,35.00,33.00,24.00,28.00,17.00,24.00,93.40,61.80
"Lynch, Tom",452,2020,13.00,144.00,53.00,78.00,6.00,5.00,0.00,13.00,7.00,6.00,81.10,79.70
"Lynch, Tom",452,2020,19.00,121.00,67.00,51.00,32.00,27.00,2.00,23.00,17.00,26.00,89.90,60.40
"Lynch, Tom",452,2019,16.00,213.00,116.00,113.00,17.00,13.00,0.00,29.00,9.00,9.00,87.20,89.10
"Lynch, Tom",452,2019,25.00,198.00,126.00,72.00,63.00,31.00,2.00,37.00,36.00,32.00,90.60,64.60
"Lyons, Jarryd",453,2021,24.00,395.00,119.00,279.00,10.00,7.00,0.00,154.00,38.00,11.00,80.40,116.20
"Lyons, Jarryd",453,2020,19.00,255.00,64.00,156.00,4.00,10.00,0.00,77.00,22.00,12.00,83.50,105.10
"Lyons, Jarryd",453,2019,24.00,338.00,72.00,234.00,14.00,10.00,0.00,143.00,28.00,18.00,79.80,97.40
"Mackay, David",454,2021,18.00,147.00,42.00,93.00,6.00,6.00,0.00,40.00,16.00,7.00,70.10,52.80
"Mackay, David",454,2020,10.00,73.00,25.00,82.00,2.00,2.00,0.00,16.00,3.00,7.00,81.00,64.80
"Mackay, David",454,2019,18.00,185.00,57.00,125.00,3.00,1.00,0.00,50.00,9.00,7.00,82.70,65.70
"Macmillan, Jamie",455,2020,10.00,67.00,27.00,58.00,1.00,0.00,0.00,23.00,15.00,6.00,77.30,61.60
"Macmillan, Jamie",455,2019,18.00,217.00,88.00,151.00,0.00,0.00,0.00,39.00,18.00,14.00,83.60,74.90
"Macpherson, Darcy",456,2021,11.00,98.00,48.00,60.00,1.00,6.00,0.00,43.00,9.00,10.00,68.30,65.50
"Macpherson, Darcy",456,2020,12.00,80.00,26.00,58.00,4.00,0.00,0.00,33.00,11.00,8.00,78.10,60.10
"Macpherson, Darcy",456,2019,22.00,262.00,91.00,149.00,12.00,9.00,0.00,134.00,24.00,25.00,81.60,87.40
"Macrae, Finlay",457,2021,9.00,45.00,26.00,69.00,1.00,0.00,0.00,9.00,2.00,3.00,56.20,42.90
"Macrae, Jack",458,2021,26.00,435.00,102.00,445.00,6.00,4.00,1.00,128.00,44.00,26.00,82.80,116.20
"Macrae, Jack",458,2020,18.00,206.00,50.00,269.00,3.00,3.00,7.00,71.00,29.00,10.00,85.10,112.30
"Macrae, Jack",458,2019,23.00,342.00,101.00,425.00,5.00,2.00,2.00,120.00,43.00,21.00,85.30,116.20
"Madden, James",459,2021,9.00,49.00,25.00,50.00,1.00,0.00,0.00,16.00,8.00,2.00,78.60,43.80
"Madgen, Jack",460,2021,19.00,159.00,88.00,145.00,1.00,2.00,0.00,19.00,10.00,6.00,79.20,58.30
"Madgen, Jack",460,2020,13.00,85.00,46.00,70.00,0.00,0.00,0.00,22.00,9.00,2.00,80.60,60.00
"Madgen, Jack",460,2019,4.00,24.00,15.00,19.00,0.00,0.00,0.00,7.00,2.00,3.00,81.80,44.00
"Maginness, Finn",461,2021,2.00,5.00,1.00,10.00,0.00,0.00,0.00,5.00,1.00,1.00,58.00,28.00
"Maginness, Finn",461,2020,1.00,2.00,0.00,8.00,0.00,0.00,0.00,5.00,0.00,1.00,77.00,48.80
"Mahony, Jack",462,2021,19.00,116.00,53.00,104.00,9.00,4.00,0.00,61.00,14.00,13.00,76.80,52.20
"Mahony, Jack",462,2020,10.00,28.00,12.00,56.00,3.00,2.00,0.00,26.00,9.00,5.00,74.60,43.80
"Mansell, Rhyan",463,2021,13.00,91.00,35.00,53.00,1.00,0.00,0.00,29.00,13.00,14.00,70.60,44.40
"Marchbank, Caleb",464,2019,13.00,119.00,65.00,53.00,0.00,0.00,0.00,27.00,9.00,13.00,88.80,56.60
"Markov, Oleg",465,2021,17.00,193.00,107.00,90.00,1.00,4.00,0.00,38.00,6.00,5.00,75.30,72.50
"Markov, Oleg",465,2020,6.00,47.00,16.00,21.00,0.00,1.00,0.00,6.00,6.00,2.00,80.50,53.30
"Markov, Oleg",465,2019,2.00,15.00,9.00,13.00,0.00,2.00,0.00,3.00,1.00,1.00,86.50,55.00
"Marsh, Jonathon",466,2020,6.00,28.00,10.00,25.00,2.00,5.00,2.00,14.00,4.00,2.00,77.80,49.40
"Marsh, Jonathon",466,2019,5.00,29.00,15.00,12.00,1.00,1.00,0.00,11.00,3.00,5.00,85.80,39.00
"Marshall, Rowan",467,2021,13.00,137.00,63.00,66.00,9.00,5.00,241.00,39.00,18.00,13.00,73.70,89.80
"Marshall, Rowan",467,2020,19.00,192.00,83.00,74.00,13.00,11.00,277.00,41.00,30.00,24.00,85.50,96.10
"Marshall, Rowan",467,2019,20.00,198.00,83.00,157.00,8.00,2.00,569.00,69.00,36.00,37.00,86.20,98.90
"Marshall, Todd",468,2021,21.00,159.00,85.00,55.00,24.00,12.00,5.00,27.00,18.00,8.00,68.80,52.60
"Marshall, Todd",468,2020,14.00,84.00,41.00,27.00,11.00,9.00,3.00,35.00,10.00,5.00,76.10,57.30
"Marshall, Todd",468,2019,10.00,68.00,35.00,26.00,10.00,4.00,1.00,23.00,13.00,4.00,74.30,51.90
"Martin, Dustin",469,2021,16.00,200.00,46.00,161.00,19.00,7.00,0.00,36.00,9.00,12.00,84.70,81.10
"Martin, Dustin",469,2020,20.00,251.00,52.00,162.00,22.00,11.00,1.00,46.00,13.00,22.00,89.20,94.30
"Martin, Dustin",469,2019,23.00,377.00,96.00,223.00,32.00,15.00,0.00,56.00,18.00,40.00,83.40,95.40
"Martin, Jack",470,2021,11.00,94.00,61.00,46.00,8.00,6.00,0.00,26.00,9.00,11.00,78.30,62.80
"Martin, Jack",470,2020,15.00,115.00,64.00,88.00,12.00,11.00,0.00,48.00,16.00,16.00,75.70,79.70
"Martin, Jack",470,2019,16.00,185.00,66.00,105.00,8.00,11.00,0.00,89.00,24.00,21.00,79.90,83.70
"Martin, Stefan",471,2021,9.00,29.00,11.00,64.00,1.00,0.00,154.00,17.00,9.00,20.00,70.70,47.20
"Martin, Stefan",471,2020,8.00,37.00,8.00,21.00,1.00,1.00,137.00,19.00,8.00,9.00,60.30,59.10
"Martin, Stefan",471,2019,24.00,226.00,60.00,168.00,5.00,7.00,646.00,59.00,49.00,33.00,81.30,86.00
"Martyn, Will",472,2021,3.00,14.00,6.00,12.00,0.00,0.00,0.00,3.00,0.00,4.00,44.70,28.00
"Masten, Chris",473,2019,17.00,168.00,93.00,114.00,3.00,1.00,0.00,30.00,7.00,9.00,86.60,66.50
"Matera, Brandon",474,2020,5.00,25.00,8.00,6.00,3.00,3.00,0.00,12.00,4.00,3.00,78.00,43.80
"Matera, Brandon",474,2019,20.00,181.00,72.00,80.00,30.00,25.00,0.00,39.00,6.00,16.00,74.80,61.90
"Mathieson, Rhys",475,2021,15.00,84.00,36.00,85.00,2.00,2.00,0.00,39.00,8.00,15.00,45.20,44.20
"Mathieson, Rhys",475,2020,1.00,8.00,5.00,6.00,0.00,0.00,0.00,2.00,2.00,0.00,81.00,76.30
"Mathieson, Rhys",475,2019,9.00,69.00,23.00,68.00,4.00,3.00,0.00,28.00,6.00,16.00,73.20,56.60
"May, Steven",476,2021,23.00,339.00,125.00,61.00,0.00,2.00,0.00,24.00,14.00,17.00,93.30,68.50
"May, Steven",476,2020,17.00,210.00,76.00,62.00,1.00,0.00,0.00,14.00,9.00,4.00,94.60,76.50
"May, Steven",476,2019,8.00,104.00,30.00,17.00,1.00,2.00,1.00,9.00,5.00,9.00,83.90,57.40
"Mayes, Sam",477,2021,11.00,35.00,17.00,35.00,5.00,3.00,0.00,20.00,2.00,2.00,39.50,30.50
"Mayes, Sam",477,2020,6.00,50.00,20.00,32.00,1.00,2.00,0.00,17.00,5.00,3.00,83.30,72.10
"Maynard, Brayden",478,2021,22.00,335.00,121.00,126.00,1.00,0.00,0.00,57.00,16.00,26.00,86.30,81.50
"Maynard, Brayden",478,2020,19.00,254.00,78.00,95.00,0.00,1.00,0.00,47.00,17.00,18.00,86.00,88.00
"Maynard, Brayden",478,2019,24.00,310.00,104.00,144.00,1.00,3.00,0.00,92.00,24.00,24.00,87.40,77.50
"Mayne, Chris",479,2021,17.00,225.00,128.00,179.00,0.00,0.00,0.00,44.00,12.00,9.00,83.70,92.80
"Mayne, Chris",479,2020,14.00,89.00,50.00,116.00,0.00,2.00,0.00,38.00,8.00,8.00,80.60,70.30
"Mayne, Chris",479,2019,21.00,219.00,116.00,183.00,4.00,2.00,0.00,56.00,15.00,9.00,81.40,76.60
"McAdam, Shane",480,2021,15.00,79.00,56.00,48.00,25.00,11.00,0.00,34.00,14.00,21.00,73.80,49.90
"McAdam, Shane",480,2020,13.00,79.00,47.00,43.00,12.00,12.00,0.00,38.00,11.00,9.00,77.00,65.80
"McAsey, Fischer",481,2020,10.00,35.00,21.00,29.00,0.00,2.00,0.00,12.00,4.00,2.00,85.50,34.30
"McCarthy, Cam",482,2020,1.00,8.00,3.00,3.00,0.00,1.00,0.00,1.00,1.00,0.00,69.00,56.30
"McCarthy, Cam",482,2019,12.00,94.00,49.00,42.00,19.00,7.00,0.00,15.00,9.00,9.00,88.80,56.30
"McCarthy, Lincoln",483,2021,24.00,183.00,77.00,123.00,36.00,15.00,0.00,80.00,27.00,28.00,82.30,63.30
"McCarthy, Lincoln",483,2020,17.00,89.00,40.00,76.00,15.00,15.00,0.00,53.00,14.00,11.00,80.30,61.50
"McCarthy, Lincoln",483,2019,24.00,179.00,70.00,135.00,20.00,13.00,0.00,94.00,14.00,32.00,79.20,60.20
"McCartin, Tom",484,2021,22.00,196.00,111.00,101.00,0.00,0.00,0.00,23.00,17.00,16.00,93.20,53.80
"McCartin, Tom",484,2020,14.00,70.00,51.00,49.00,9.00,2.00,3.00,12.00,9.00,13.00,83.30,48.00
"McCartin, Tom",484,2019,19.00,127.00,79.00,64.00,11.00,10.00,0.00,28.00,18.00,10.00,83.80,48.50
"McCluggage, Hugh",485,2021,24.00,407.00,123.00,193.00,15.00,22.00,0.00,89.00,23.00,23.00,82.60,99.90
"McCluggage, Hugh",485,2020,19.00,219.00,70.00,136.00,8.00,21.00,0.00,52.00,13.00,6.00,84.70,92.80
"McCluggage, Hugh",485,2019,23.00,320.00,90.00,201.00,23.00,14.00,0.00,84.00,23.00,16.00,81.70,91.10
"McCreery, Beau",486,2021,13.00,52.00,24.00,30.00,11.00,6.00,0.00,43.00,3.00,13.00,58.70,38.20
"McDonald, Logan",487,2021,7.00,38.00,22.00,21.00,9.00,5.00,0.00,6.00,8.00,3.00,72.00,43.40
"McDonald, Luke",488,2021,11.00,114.00,57.00,75.00,0.00,2.00,0.00,28.00,2.00,10.00,76.10,68.10
"McDonald, Luke",488,2020,17.00,209.00,68.00,135.00,0.00,0.00,0.00,44.00,7.00,17.00,90.90,90.70
"McDonald, Luke",488,2019,13.00,101.00,51.00,93.00,1.00,0.00,0.00,33.00,7.00,10.00,86.80,58.20
"McDonald, Oscar",489,2021,3.00,8.00,3.00,1.00,2.00,1.00,0.00,2.00,3.00,1.00,16.30,18.70
"McDonald, Oscar",489,2020,7.00,42.00,17.00,27.00,0.00,0.00,1.00,8.00,1.00,5.00,92.60,44.60
"McDonald, Oscar",489,2019,12.00,76.00,31.00,31.00,1.00,0.00,2.00,27.00,2.00,13.00,89.80,38.50
"McDonald, Tom",490,2021,23.00,217.00,122.00,105.00,33.00,22.00,30.00,51.00,22.00,26.00,84.60,70.70
"McDonald, Tom",490,2020,9.00,50.00,29.00,27.00,7.00,1.00,16.00,15.00,8.00,6.00,78.90,55.60
"McDonald, Tom",490,2019,15.00,128.00,65.00,77.00,18.00,15.00,23.00,23.00,15.00,11.00,86.80,63.50
"McDonald-Tipungwuti, Anthony",491,2021,20.00,129.00,49.00,72.00,34.00,14.00,0.00,56.00,16.00,18.00,80.00,54.10
"McDonald-Tipungwuti, Anthony",491,2020,17.00,86.00,35.00,61.00,19.00,7.00,0.00,57.00,8.00,16.00,83.20,58.40
"McDonald-Tipungwuti, Anthony",491,2019,23.00,166.00,66.00,97.00,32.00,13.00,0.00,99.00,25.00,24.00,79.10,62.80
"McEvoy, Ben",492,2021,22.00,135.00,111.00,140.00,12.00,8.00,370.00,78.00,28.00,14.00,82.40,80.30
"McEvoy, Ben",492,2020,16.00,69.00,51.00,72.00,4.00,1.00,161.00,31.00,10.00,8.00,82.30,62.50
"McEvoy, Ben",492,2019,19.00,101.00,91.00,135.00,8.00,2.00,538.00,46.00,17.00,17.00,81.00,83.40
"McGovern, Jeremy",493,2021,15.00,196.00,111.00,50.00,0.00,0.00,9.00,15.00,17.00,9.00,80.30,72.00
"McGovern, Jeremy",493,2020,12.00,114.00,72.00,43.00,0.00,0.00,0.00,14.00,9.00,9.00,78.40,71.00
"McGovern, Jeremy",493,2019,23.00,242.00,164.00,101.00,1.00,1.00,12.00,36.00,27.00,13.00,84.40,68.30
"McGovern, Mitch",494,2021,5.00,42.00,24.00,14.00,6.00,4.00,0.00,13.00,7.00,0.00,76.60,65.00
"McGovern, Mitch",494,2020,12.00,70.00,39.00,18.00,9.00,2.00,3.00,22.00,9.00,7.00,76.40,51.90
"McGovern, Mitch",494,2019,16.00,96.00,60.00,40.00,22.00,11.00,0.00,24.00,15.00,7.00,73.70,48.80
"McGrath, Andrew",495,2021,15.00,171.00,43.00,167.00,2.00,4.00,0.00,66.00,17.00,11.00,75.00,82.70
"McGrath, Andrew",495,2020,14.00,149.00,22.00,161.00,0.00,1.00,0.00,67.00,14.00,12.00,79.70,96.60
"McGrath, Andrew",495,2019,23.00,248.00,79.00,236.00,9.00,3.00,0.00,60.00,12.00,6.00,78.80,75.80
"McHenry, Ned",496,2021,21.00,120.00,54.00,138.00,11.00,7.00,0.00,65.00,21.00,37.00,78.30,49.60
"McHenry, Ned",496,2020,8.00,31.00,17.00,43.00,0.00,4.00,0.00,23.00,10.00,12.00,80.30,46.90
"McInerney, Justin",497,2021,21.00,229.00,113.00,150.00,7.00,2.00,1.00,23.00,21.00,19.00,79.50,68.00
"McInerney, Justin",497,2020,9.00,60.00,26.00,65.00,5.00,0.00,0.00,13.00,8.00,8.00,81.80,63.10
"McInerney, Justin",497,2019,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,56.00,13.00
"McInerney, Oscar",498,2021,23.00,156.00,53.00,145.00,6.00,5.00,672.00,51.00,39.00,29.00,82.60,77.70
"McInerney, Oscar",498,2020,19.00,91.00,33.00,75.00,6.00,4.00,363.00,57.00,19.00,13.00,79.40,74.50
"McInerney, Oscar",498,2019,21.00,76.00,55.00,97.00,10.00,7.00,336.00,55.00,16.00,20.00,74.40,55.50
"McIntosh, Kamdyn",499,2021,17.00,182.00,69.00,81.00,1.00,4.00,0.00,41.00,13.00,19.00,78.10,61.50
"McIntosh, Kamdyn",499,2020,18.00,165.00,68.00,79.00,6.00,4.00,0.00,30.00,9.00,11.00,82.10,69.00
"McIntosh, Kamdyn",499,2019,16.00,152.00,64.00,74.00,7.00,3.00,2.00,46.00,15.00,11.00,81.30,63.10
"McKay, Ben",500,2021,22.00,99.00,95.00,111.00,0.00,0.00,0.00,31.00,14.00,17.00,94.20,40.50
"McKay, Ben",500,2020,11.00,43.00,36.00,59.00,0.00,0.00,2.00,18.00,7.00,6.00,90.60,47.50
"McKay, Ben",500,2019,3.00,11.00,10.00,10.00,0.00,1.00,0.00,4.00,1.00,1.00,77.30,32.70
"McKay, Harry",501,2021,19.00,154.00,113.00,31.00,58.00,33.00,6.00,27.00,27.00,18.00,86.20,70.10
"McKay, Harry",501,2020,13.00,76.00,57.00,21.00,21.00,15.00,0.00,20.00,14.00,17.00,87.80,60.10
"McKay, Harry",501,2019,20.00,161.00,125.00,46.00,26.00,30.00,20.00,32.00,22.00,26.00,85.80,61.40
"McKenna, Conor",502,2020,6.00,55.00,18.00,25.00,1.00,0.00,0.00,10.00,2.00,2.00,83.20,64.80
"McKenna, Conor",502,2019,22.00,315.00,58.00,145.00,2.00,1.00,0.00,34.00,14.00,8.00,86.40,70.40
"McKenzie, Daniel",503,2021,12.00,105.00,56.00,75.00,5.00,0.00,0.00,20.00,6.00,12.00,70.60,59.40
"McKenzie, Daniel",503,2019,15.00,84.00,50.00,79.00,0.00,0.00,0.00,34.00,6.00,13.00,80.60,44.20
"McKenzie, Trent",504,2021,14.00,183.00,84.00,30.00,1.00,0.00,0.00,24.00,6.00,7.00,90.70,67.70
"McKenzie, Trent",504,2020,17.00,169.00,75.00,28.00,0.00,2.00,0.00,18.00,14.00,10.00,89.80,62.20
"McKenzie, Trent",504,2019,1.00,15.00,4.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,94.00,70.00
"McKernan, Shaun",505,2021,4.00,24.00,8.00,12.00,2.00,1.00,44.00,7.00,2.00,9.00,76.00,45.00
"McKernan, Shaun",505,2020,9.00,48.00,31.00,24.00,5.00,6.00,41.00,11.00,4.00,18.00,78.00,49.40
"McKernan, Shaun",505,2019,16.00,136.00,81.00,58.00,17.00,11.00,116.00,30.00,16.00,29.00,84.40,65.30
"McLean, Hayden",506,2021,12.00,67.00,53.00,35.00,11.00,6.00,30.00,23.00,5.00,5.00,81.70,51.20
"McLean, Hayden",506,2020,6.00,24.00,13.00,14.00,5.00,1.00,14.00,15.00,1.00,5.00,78.70,47.90
"McLean, Hayden",506,2019,4.00,23.00,12.00,20.00,0.00,1.00,53.00,19.00,5.00,7.00,82.00,64.80
"McLean, Toby",507,2021,3.00,17.00,9.00,25.00,2.00,2.00,0.00,13.00,3.00,1.00,74.30,64.70
"McLean, Toby",507,2020,12.00,57.00,16.00,108.00,6.00,4.00,0.00,45.00,13.00,10.00,76.70,66.50
"McLean, Toby",507,2019,19.00,142.00,72.00,156.00,14.00,10.00,0.00,62.00,22.00,14.00,74.80,67.20
"McNeil, Lachlan",508,2021,13.00,60.00,21.00,51.00,7.00,8.00,0.00,24.00,7.00,7.00,62.80,36.70
"McNiece, Ben",509,2019,5.00,27.00,10.00,25.00,0.00,0.00,0.00,7.00,6.00,5.00,83.20,36.00
"McPherson, Andrew",510,2021,18.00,156.00,54.00,88.00,0.00,0.00,0.00,29.00,8.00,7.00,70.40,50.50
"McPherson, Andrew",510,2020,9.00,56.00,25.00,58.00,0.00,0.00,0.00,15.00,6.00,2.00,72.90,58.20
"McStay, Daniel",511,2021,19.00,120.00,88.00,71.00,28.00,10.00,8.00,58.00,19.00,9.00,81.40,61.90
"McStay, Daniel",511,2020,17.00,80.00,54.00,45.00,11.00,6.00,7.00,27.00,9.00,8.00,89.30,48.80
"McStay, Daniel",511,2019,24.00,120.00,100.00,122.00,21.00,16.00,13.00,50.00,9.00,8.00,83.30,51.80
"McVeigh, Jarrad",512,2019,6.00,57.00,24.00,51.00,1.00,0.00,0.00,7.00,2.00,3.00,73.80,62.00
"Meek, Lloyd",513,2021,9.00,21.00,12.00,58.00,1.00,2.00,129.00,14.00,7.00,14.00,72.90,41.40
